file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time
grid_000000.txt,25,40,6,1.040989,True,8.9e-05,0.0
grid_000002.txt,20,31,5,0.003068,True,7.5e-05,0.0
grid_000004.txt,15,22,3,0.001315,True,4.6e-05,0.0
grid_000006.txt,20,31,5,0.003001,True,5.7e-05,0.0
grid_000008.txt,20,31,5,0.002999,True,5.5e-05,0.0
grid_000010.txt,18,27,4,0.001904,True,5.1e-05,0.0
grid_000012.txt,15,22,3,0.001311,True,4.7e-05,0.0
grid_000014.txt,16,24,4,0.001712,True,6.2e-05,0.0
grid_000016.txt,16,24,4,0.001664,True,4.9e-05,0.0
grid_000018.txt,15,22,3,0.001293,True,4.4e-05,0.0
grid_000020.txt,12,17,3,0.00088,True,3.7e-05,0.0
grid_000022.txt,15,22,3,0.001534,True,4.5e-05,0.0
grid_000024.txt,15,22,3,0.001347,True,5.1e-05,0.0
grid_000026.txt,20,31,5,0.002913,True,5.7e-05,0.0
grid_000028.txt,12,17,3,0.000825,True,3.9e-05,0.0
grid_000030.txt,18,27,4,0.001913,True,5.1e-05,0.0
grid_000032.txt,12,17,3,0.000877,True,3.7e-05,0.0
grid_000034.txt,18,27,4,0.001884,True,5.8e-05,0.0
grid_000036.txt,20,31,5,0.002973,True,5.6e-05,0.0
grid_000038.txt,25,40,6,0.00614,True,6.5e-05,0.0
grid_000040.txt,30,49,8,0.012953,True,8.2e-05,0.0
grid_000042.txt,16,24,4,0.001779,True,4.8e-05,0.0
grid_000044.txt,15,22,3,0.001284,True,5.1e-05,0.0
grid_000046.txt,20,31,5,0.003005,True,5.6e-05,0.0
grid_000048.txt,12,17,3,0.000797,True,3.6e-05,0.0
grid_000050.txt,24,38,6,0.004657,True,6.6e-05,0.0
grid_000052.txt,25,40,6,0.00606,True,6.8e-05,0.0
grid_000054.txt,18,27,4,0.001968,True,5.1e-05,0.0
grid_000056.txt,30,49,8,0.012859,True,7.9e-05,0.0
grid_000058.txt,16,24,4,0.001706,True,4.6e-05,0.0
grid_000060.txt,15,22,3,0.001307,True,5e-05,0.0
grid_000062.txt,24,38,6,0.004756,True,6.3e-05,0.0
grid_000064.txt,30,49,8,0.012798,True,8.7e-05,0.0
grid_000066.txt,15,22,3,0.001541,True,4.6e-05,0.0
grid_000068.txt,18,27,4,0.001907,True,4.9e-05,0.0
grid_000070.txt,30,49,8,0.013628,True,7.9e-05,0.0
grid_000072.txt,15,22,3,0.001347,True,4.6e-05,0.0
grid_000074.txt,12,17,3,0.000788,True,3.6e-05,0.0
grid_000076.txt,20,31,5,0.003126,True,7.2e-05,0.0
grid_000078.txt,12,17,3,0.000823,True,3.8e-05,0.0
grid_000080.txt,24,38,6,0.004601,True,8e-05,0.0
grid_000082.txt,16,24,4,0.001664,True,4.7e-05,0.0
grid_000084.txt,20,31,5,0.003049,True,6.8e-05,0.0
grid_000086.txt,12,17,3,0.000817,True,3.7e-05,0.0
grid_000088.txt,9,12,2,0.000436,True,2.9e-05,0.0
grid_000090.txt,30,49,8,0.013022,True,7.1e-05,0.0
grid_000092.txt,25,40,6,0.007571,True,7e-05,0.0
grid_000094.txt,12,17,3,0.000868,True,4e-05,0.0
grid_000096.txt,15,22,3,0.001383,True,4.5e-05,0.0
grid_000098.txt,12,17,3,0.000887,True,3.8e-05,0.0
grid_000100.txt,12,17,3,0.000851,True,9.3e-05,0.0
grid_000102.txt,30,49,8,0.013109,True,9.9e-05,0.0
grid_000104.txt,20,31,5,0.005152,True,6e-05,0.0
grid_000106.txt,24,38,6,0.006884,True,0.000214,0.0
grid_000108.txt,20,31,5,0.003588,True,6.1e-05,0.0
grid_000110.txt,15,22,3,0.001374,True,7.2e-05,0.0
grid_000112.txt,15,22,3,0.001391,True,7.5e-05,0.0
