experiment_id,instance_id,graph_type,n_vertices,n_edges,graph_density,algorithm,run_number,fvs_size,optimal_fvs_size,approximation_ratio,optimality_gap_pct,wall_time_sec,cpu_time_sec,peak_memory_mb,is_valid_solution,notes,timestamp
EXP2,ER_n50_p0.1_seed1,ER,50,107,0.087347,KBST,1,50,,,,0.000475,0.000327,0.000,True,,2026-03-24T18:31:06.763639
EXP2,ER_n50_p0.1_seed1,ER,50,107,0.087347,MEMETIC,1,50,,,,149.688056,149.577081,0.000,True,,2026-03-24T18:33:36.452353
EXP3,ER_n50_p0.1_seed1,ER,50,107,0.087347,IC,1,50,,,,0.000883,0.000793,0.000,True,,2026-03-24T18:33:36.469565
EXP3,ER_n50_p0.1_seed1,ER,50,107,0.087347,KBST,1,50,,,,0.000507,0.000403,0.000,True,,2026-03-24T18:33:36.470590
EXP3,ER_n50_p0.1_seed1,ER,50,107,0.087347,MEMETIC,1,50,,,,149.487458,149.416394,0.000,True,,2026-03-24T18:36:05.958694
EXP1,BA_n50_m3_seed1,BA,50,141,0.115102,IC,1,50,,,,0.000909,0.000882,0.000,True,,2026-03-24T18:36:05.975569
EXP1,BA_n50_m3_seed1,BA,50,141,0.115102,KBST,1,50,,,,0.000540,0.000360,0.000,True,,2026-03-24T18:36:05.976779
EXP1,BA_n50_m3_seed1,BA,50,141,0.115102,MEMETIC,1,50,,,,72.498268,72.460335,0.000,True,,2026-03-24T18:37:18.475729
EXP2,BA_n50_m3_seed1,BA,50,141,0.115102,IC,1,50,,,,0.000904,0.000740,0.000,True,,2026-03-24T18:37:18.477634
EXP2,BA_n50_m3_seed1,BA,50,141,0.115102,KBST,1,50,,,,0.000459,0.000295,0.000,True,,2026-03-24T18:37:18.478606
EXP2,BA_n50_m3_seed1,BA,50,141,0.115102,MEMETIC,1,50,,,,178.413010,178.332324,0.000,True,,2026-03-24T18:40:16.892307
EXP3,BA_n50_m3_seed1,BA,50,141,0.115102,IC,1,50,,,,0.001078,0.001025,0.000,True,,2026-03-24T18:40:16.908553
EXP3,BA_n50_m3_seed1,BA,50,141,0.115102,KBST,1,50,,,,0.000565,0.000348,0.000,True,,2026-03-24T18:40:16.909694
EXP3,BA_n50_m3_seed1,BA,50,141,0.115102,MEMETIC,1,50,,,,179.157969,179.052444,0.000,True,,2026-03-24T18:43:16.068458
EXP1,ER_n20_p0.9_seed1,ER,20,172,0.905263,IC,1,20,,,,0.001014,0.000675,0.000,True,,2026-03-24T18:43:16.085860
EXP1,ER_n20_p0.9_seed1,ER,20,172,0.905263,KBST,1,20,,,,0.000545,0.000266,0.000,True,,2026-03-24T18:43:16.087006
EXP1,ER_n20_p0.9_seed1,ER,20,172,0.905263,MEMETIC,1,20,,,,30.061046,30.029853,0.000,True,,2026-03-24T18:43:46.148617
EXP2,ER_n20_p0.9_seed1,ER,20,172,0.905263,IC,1,20,,,,0.000735,0.000261,0.000,True,,2026-03-24T18:43:46.150356
EXP2,ER_n20_p0.9_seed1,ER,20,172,0.905263,KBST,1,20,,,,0.000436,0.000216,0.000,True,,2026-03-24T18:43:46.151359
EXP2,ER_n20_p0.9_seed1,ER,20,172,0.905263,MEMETIC,1,20,,,,74.035131,73.987597,0.000,True,,2026-03-24T18:45:00.187212
EXP3,ER_n20_p0.9_seed1,ER,20,172,0.905263,IC,1,20,,,,0.001102,0.000555,0.000,True,,2026-03-24T18:45:00.203028
EXP3,ER_n20_p0.9_seed1,ER,20,172,0.905263,KBST,1,20,,,,0.000430,0.000266,0.000,True,,2026-03-24T18:45:00.203977
EXP3,ER_n20_p0.9_seed1,ER,20,172,0.905263,MEMETIC,1,20,,,,73.549533,73.512812,0.000,True,,2026-03-24T18:46:13.754071
EXP8,ER_n20_p0.9_seed1,ER,20,172,0.905263,BRUTE_FORCE,1,16,16,1.0,0.0,26.697904,26.686379,0.000,True,Ground truth,2026-03-24T18:46:40.467725
EXP8,ER_n20_p0.9_seed1,ER,20,172,0.905263,IC,1,20,16,1.25,25.0,0.000984,0.000379,0.000,True,,2026-03-24T18:46:40.469361
EXP8,ER_n20_p0.9_seed1,ER,20,172,0.905263,KBST,1,20,16,1.25,25.0,0.000483,0.000257,0.000,True,,2026-03-24T18:46:40.470383
EXP8,ER_n20_p0.9_seed1,ER,20,172,0.905263,MEMETIC,1,20,16,1.25,25.0,29.567331,29.552932,0.000,True,,2026-03-24T18:47:10.038419
EXP2,Tree_random_n100,Tree,100,99,0.020000,IC,1,0,,,,0.051029,0.050662,0.000,True,,2026-03-24T18:47:10.092360
EXP2,Tree_random_n100,Tree,100,99,0.020000,KBST,1,0,,,,0.004179,0.003513,0.000,True,,2026-03-24T18:47:10.097710
EXP2,Tree_random_n100,Tree,100,99,0.020000,MEMETIC,1,0,,,,4.402939,4.389809,0.000,True,,2026-03-24T18:47:14.501813
EXP3,Tree_random_n100,Tree,100,99,0.020000,IC,1,0,,,,0.055301,0.054236,0.000,True,,2026-03-24T18:47:14.572779
EXP3,Tree_random_n100,Tree,100,99,0.020000,KBST,1,0,,,,0.003729,0.003172,0.000,True,,2026-03-24T18:47:14.577613
EXP3,Tree_random_n100,Tree,100,99,0.020000,MEMETIC,1,0,,,,4.212064,4.207222,0.000,True,,2026-03-24T18:47:18.790970
EXP2,Tree_star_n100,Tree,100,99,0.020000,IC,1,0,,,,0.054597,0.054115,0.000,True,,2026-03-24T18:47:18.863419
EXP2,Tree_star_n100,Tree,100,99,0.020000,KBST,1,0,,,,0.001424,0.000535,0.000,True,,2026-03-24T18:47:18.865692
EXP2,Tree_star_n100,Tree,100,99,0.020000,MEMETIC,1,0,,,,4.042822,4.038387,0.000,True,,2026-03-24T18:47:22.909561
EXP3,Tree_star_n100,Tree,100,99,0.020000,IC,1,0,,,,0.054260,0.054264,0.000,True,,2026-03-24T18:47:22.979859
EXP3,Tree_star_n100,Tree,100,99,0.020000,KBST,1,0,,,,0.001428,0.001014,0.000,True,,2026-03-24T18:47:22.982354
EXP3,Tree_star_n100,Tree,100,99,0.020000,MEMETIC,1,0,,,,4.134280,4.124944,0.000,True,,2026-03-24T18:47:27.117749
EXP1,WS_n50_k6_b01_seed1,WS,50,150,0.122449,IC,1,50,,,,0.001149,0.001132,0.000,True,,2026-03-24T18:47:27.136575
EXP1,WS_n50_k6_b01_seed1,WS,50,150,0.122449,KBST,1,50,,,,0.000631,0.000368,0.000,True,,2026-03-24T18:47:27.137798
EXP1,WS_n50_k6_b01_seed1,WS,50,150,0.122449,MEMETIC,1,50,,,,76.372051,76.227409,0.000,True,,2026-03-24T18:48:43.510568
EXP2,WS_n50_k6_b01_seed1,WS,50,150,0.122449,IC,1,50,,,,0.001083,0.000848,0.000,True,,2026-03-24T18:48:43.512753
EXP2,WS_n50_k6_b01_seed1,WS,50,150,0.122449,KBST,1,50,,,,0.000519,0.000310,0.000,True,,2026-03-24T18:48:43.514114
EXP2,WS_n50_k6_b01_seed1,WS,50,150,0.122449,MEMETIC,1,50,,,,185.839263,185.726295,0.000,True,,2026-03-24T18:51:49.354154
EXP3,WS_n50_k6_b01_seed1,WS,50,150,0.122449,IC,1,50,,,,0.000978,0.000377,0.000,True,,2026-03-24T18:51:49.370364
EXP3,WS_n50_k6_b01_seed1,WS,50,150,0.122449,KBST,1,50,,,,0.000529,0.000295,0.000,True,,2026-03-24T18:51:49.371509
EXP3,WS_n50_k6_b01_seed1,WS,50,150,0.122449,MEMETIC,1,50,,,,186.706687,186.555802,0.000,True,,2026-03-24T18:54:56.078869
EXP1,WS_n50_k6_b03_seed1,WS,50,150,0.122449,IC,1,50,,,,0.000956,0.000369,0.000,True,,2026-03-24T18:54:56.099543
EXP1,WS_n50_k6_b03_seed1,WS,50,150,0.122449,KBST,1,50,,,,0.000502,0.000319,0.000,True,,2026-03-24T18:54:56.100907
EXP1,WS_n50_k6_b03_seed1,WS,50,150,0.122449,MEMETIC,1,50,,,,77.154331,77.064223,0.000,True,,2026-03-24T18:56:13.255853
EXP2,WS_n50_k6_b03_seed1,WS,50,150,0.122449,IC,1,50,,,,0.001000,0.000570,0.000,True,,2026-03-24T18:56:13.257797
EXP2,WS_n50_k6_b03_seed1,WS,50,150,0.122449,KBST,1,50,,,,0.000497,0.000275,0.000,True,,2026-03-24T18:56:13.258748
EXP2,WS_n50_k6_b03_seed1,WS,50,150,0.122449,MEMETIC,1,50,,,,190.995986,190.775045,0.000,True,,2026-03-24T18:59:24.255436
EXP3,WS_n50_k6_b03_seed1,WS,50,150,0.122449,IC,1,50,,,,0.000959,0.000596,0.000,True,,2026-03-24T18:59:24.272898
EXP3,WS_n50_k6_b03_seed1,WS,50,150,0.122449,KBST,1,50,,,,0.000532,0.000329,0.000,True,,2026-03-24T18:59:24.274153
EXP3,WS_n50_k6_b03_seed1,WS,50,150,0.122449,MEMETIC,1,50,,,,191.187948,190.874328,0.000,True,,2026-03-24T19:02:35.462722
EXP1,WS_n50_k6_b05_seed1,WS,50,150,0.122449,IC,1,50,,,,0.001027,0.000416,0.000,True,,2026-03-24T19:02:35.481221
EXP1,WS_n50_k6_b05_seed1,WS,50,150,0.122449,KBST,1,50,,,,0.000426,0.000239,0.000,True,,2026-03-24T19:02:35.482192
EXP1,WS_n50_k6_b05_seed1,WS,50,150,0.122449,MEMETIC,1,50,,,,78.197785,78.025258,0.000,True,,2026-03-24T19:03:53.680661
EXP2,WS_n50_k6_b05_seed1,WS,50,150,0.122449,IC,1,50,,,,0.000881,0.000539,0.000,True,,2026-03-24T19:03:53.682811
EXP2,WS_n50_k6_b05_seed1,WS,50,150,0.122449,KBST,1,50,,,,0.000390,0.000259,0.000,True,,2026-03-24T19:03:53.683651
EXP2,WS_n50_k6_b05_seed1,WS,50,150,0.122449,MEMETIC,1,50,,,,187.365827,187.250859,0.000,True,,2026-03-24T19:07:01.050064
EXP3,WS_n50_k6_b05_seed1,WS,50,150,0.122449,IC,1,50,,,,0.000889,0.000315,0.000,True,,2026-03-24T19:07:01.068297
EXP3,WS_n50_k6_b05_seed1,WS,50,150,0.122449,KBST,1,50,,,,0.000446,0.000251,0.000,True,,2026-03-24T19:07:01.069338
EXP3,WS_n50_k6_b05_seed1,WS,50,150,0.122449,MEMETIC,1,50,,,,188.947458,188.784248,0.000,True,,2026-03-24T19:10:10.017405
EXP2,realworld_dolphins,realworld,61,142,0.077596,IC,1,61,,,,0.000933,0.000340,0.000,True,,2026-03-24T19:10:10.036096
EXP2,realworld_dolphins,realworld,61,142,0.077596,KBST,1,61,,,,0.000460,0.000239,0.000,True,,2026-03-24T19:10:10.037097
EXP2,realworld_dolphins,realworld,61,142,0.077596,MEMETIC,1,61,,,,233.677753,233.477874,0.008,True,,2026-03-24T19:14:03.715480
EXP3,realworld_dolphins,realworld,61,142,0.077596,IC,1,61,,,,0.000938,0.000658,0.000,True,,2026-03-24T19:14:03.732680
EXP3,realworld_dolphins,realworld,61,142,0.077596,KBST,1,61,,,,0.000406,0.000285,0.000,True,,2026-03-24T19:14:03.733455
EXP3,realworld_dolphins,realworld,61,142,0.077596,MEMETIC,1,61,,,,231.400902,231.221583,0.000,True,,2026-03-24T19:17:55.134831
EXP9,realworld_dolphins,realworld,61,142,0.077596,IC,1,61,,,,0.000960,0.000390,0.000,True,"density=0.0776, avg_deg=4.66",2026-03-24T19:17:55.154149
EXP9,realworld_dolphins,realworld,61,142,0.077596,KBST,1,61,,,,0.000524,0.000300,0.000,True,"density=0.0776, avg_deg=4.66",2026-03-24T19:17:55.155294
EXP9,realworld_dolphins,realworld,61,142,0.077596,MEMETIC,1,61,,,,231.025196,230.909123,0.000,True,"density=0.0776, avg_deg=4.66",2026-03-24T19:21:46.181137
EXP1,WS_n50_k8_b01_seed1,WS,50,200,0.163265,IC,1,50,,,,0.001144,0.000355,0.000,True,,2026-03-24T19:21:46.183320
EXP1,WS_n50_k8_b01_seed1,WS,50,200,0.163265,KBST,1,50,,,,0.000468,0.000277,0.000,True,,2026-03-24T19:21:46.184400
EXP1,WS_n50_k8_b01_seed1,WS,50,200,0.163265,MEMETIC,1,50,,,,93.712671,93.666516,0.000,True,,2026-03-24T19:23:19.897775
EXP2,WS_n50_k8_b01_seed1,WS,50,200,0.163265,IC,1,50,,,,0.001009,0.000596,0.000,True,,2026-03-24T19:23:19.899881
EXP2,WS_n50_k8_b01_seed1,WS,50,200,0.163265,KBST,1,50,,,,0.000433,0.000265,0.000,True,,2026-03-24T19:23:19.900844
EXP2,WS_n50_k8_b01_seed1,WS,50,200,0.163265,MEMETIC,1,50,,,,234.134187,233.900830,0.000,True,,2026-03-24T19:27:14.035570
EXP3,WS_n50_k8_b01_seed1,WS,50,200,0.163265,IC,1,50,,,,0.001081,0.000509,0.000,True,,2026-03-24T19:27:14.054147
EXP3,WS_n50_k8_b01_seed1,WS,50,200,0.163265,KBST,1,50,,,,0.000429,0.000220,0.000,True,,2026-03-24T19:27:14.054987
EXP3,WS_n50_k8_b01_seed1,WS,50,200,0.163265,MEMETIC,1,50,,,,233.059740,232.862170,0.000,True,,2026-03-24T19:31:07.115458
EXP1,WS_n50_k8_b03_seed1,WS,50,200,0.163265,IC,1,50,,,,0.001327,0.000536,0.000,True,,2026-03-24T19:31:07.134381
EXP1,WS_n50_k8_b03_seed1,WS,50,200,0.163265,KBST,1,50,,,,0.000527,0.000501,0.000,True,,2026-03-24T19:31:07.135510
EXP1,WS_n50_k8_b03_seed1,WS,50,200,0.163265,MEMETIC,1,50,,,,94.751982,94.709655,0.000,True,,2026-03-24T19:32:41.888264
EXP2,WS_n50_k8_b03_seed1,WS,50,200,0.163265,IC,1,50,,,,0.000967,0.001026,0.000,True,,2026-03-24T19:32:41.890445
EXP2,WS_n50_k8_b03_seed1,WS,50,200,0.163265,KBST,1,50,,,,0.000445,0.000500,0.000,True,,2026-03-24T19:32:41.891390
EXP2,WS_n50_k8_b03_seed1,WS,50,200,0.163265,MEMETIC,1,50,,,,234.026071,233.878972,0.000,True,,2026-03-24T19:36:35.917994
EXP3,WS_n50_k8_b03_seed1,WS,50,200,0.163265,IC,1,50,,,,0.001022,0.000267,0.000,True,,2026-03-24T19:36:35.936181
EXP3,WS_n50_k8_b03_seed1,WS,50,200,0.163265,KBST,1,50,,,,0.000413,0.000204,0.000,True,,2026-03-24T19:36:35.936993
EXP3,WS_n50_k8_b03_seed1,WS,50,200,0.163265,MEMETIC,1,50,,,,233.122329,233.027256,0.000,True,,2026-03-24T19:40:29.059790
EXP1,WS_n50_k8_b05_seed1,WS,50,200,0.163265,IC,1,50,,,,0.001006,0.000291,0.000,True,,2026-03-24T19:40:29.078240
EXP1,WS_n50_k8_b05_seed1,WS,50,200,0.163265,KBST,1,50,,,,0.000377,0.000195,0.000,True,,2026-03-24T19:40:29.078997
EXP1,WS_n50_k8_b05_seed1,WS,50,200,0.163265,MEMETIC,1,50,,,,94.645060,94.607134,0.000,True,,2026-03-24T19:42:03.724547
EXP2,WS_n50_k8_b05_seed1,WS,50,200,0.163265,IC,1,50,,,,0.000964,0.000957,0.000,True,,2026-03-24T19:42:03.726445
EXP2,WS_n50_k8_b05_seed1,WS,50,200,0.163265,KBST,1,50,,,,0.000389,0.000192,0.000,True,,2026-03-24T19:42:03.727348
EXP2,WS_n50_k8_b05_seed1,WS,50,200,0.163265,MEMETIC,1,50,,,,233.979234,233.891673,0.000,True,,2026-03-24T19:45:57.707346
EXP3,WS_n50_k8_b05_seed1,WS,50,200,0.163265,IC,1,50,,,,0.001082,0.000362,0.000,True,,2026-03-24T19:45:57.724353
EXP3,WS_n50_k8_b05_seed1,WS,50,200,0.163265,KBST,1,50,,,,0.000401,0.000219,0.000,True,,2026-03-24T19:45:57.725299
EXP3,WS_n50_k8_b05_seed1,WS,50,200,0.163265,MEMETIC,1,50,,,,234.777129,234.615098,0.000,True,,2026-03-24T19:49:52.502975
EXP2,Tree_binary_n100,Tree,127,126,0.015748,IC,1,1,,,,0.086306,0.085487,0.000,True,,2026-03-24T19:49:52.608138
EXP2,Tree_binary_n100,Tree,127,126,0.015748,KBST,1,0,,,,0.002593,0.001777,0.000,True,,2026-03-24T19:49:52.611947
EXP2,Tree_binary_n100,Tree,127,126,0.015748,MEMETIC,1,0,,,,5.048546,5.045003,0.000,True,,2026-03-24T19:49:57.661847
EXP3,Tree_binary_n100,Tree,127,126,0.015748,IC,1,1,,,,0.086896,0.086767,0.000,True,,2026-03-24T19:49:57.767252
EXP3,Tree_binary_n100,Tree,127,126,0.015748,KBST,1,0,,,,0.002422,0.001648,0.000,True,,2026-03-24T19:49:57.770754
EXP3,Tree_binary_n100,Tree,127,126,0.015748,MEMETIC,1,0,,,,5.103098,5.101444,0.000,True,,2026-03-24T19:50:02.875062
EXP1,BA_n50_m5_seed1,BA,50,225,0.183673,IC,1,50,,,,0.001210,0.000540,0.000,True,,2026-03-24T19:50:02.895241
EXP1,BA_n50_m5_seed1,BA,50,225,0.183673,KBST,1,50,,,,0.000441,0.000276,0.000,True,,2026-03-24T19:50:02.896424
EXP1,BA_n50_m5_seed1,BA,50,225,0.183673,MEMETIC,1,50,,,,103.910709,103.844927,0.000,True,,2026-03-24T19:51:46.807790
EXP2,BA_n50_m5_seed1,BA,50,225,0.183673,IC,1,50,,,,0.001025,0.000454,0.000,True,,2026-03-24T19:51:46.810137
EXP2,BA_n50_m5_seed1,BA,50,225,0.183673,KBST,1,50,,,,0.000441,0.000237,0.000,True,,2026-03-24T19:51:46.811176
EXP2,BA_n50_m5_seed1,BA,50,225,0.183673,MEMETIC,1,50,,,,258.367101,258.194105,0.000,True,,2026-03-24T19:56:05.178913
EXP3,BA_n50_m5_seed1,BA,50,225,0.183673,IC,1,50,,,,0.001092,0.001023,0.000,True,,2026-03-24T19:56:05.197516
EXP3,BA_n50_m5_seed1,BA,50,225,0.183673,KBST,1,50,,,,0.000457,0.000473,0.000,True,,2026-03-24T19:56:05.198451
EXP3,BA_n50_m5_seed1,BA,50,225,0.183673,MEMETIC,1,50,,,,256.274612,256.159864,0.000,True,,2026-03-24T20:00:21.473658
