experiment_id,instance_id,graph_type,n_vertices,n_edges,graph_density,algorithm,run_number,fvs_size,optimal_fvs_size,approximation_ratio,optimality_gap_pct,wall_time_sec,cpu_time_sec,peak_memory_mb,is_valid_solution,notes,timestamp
EXP2,CycleHeavy_n50_density10_nested_cycles,CycleHeavy,33,44,0.083333,IC,1,11,,,,1.714317,1.711160,0.012,True,,2026-03-24T16:34:42.632414
EXP2,CycleHeavy_n50_density10_nested_cycles,CycleHeavy,33,44,0.083333,KBST,1,8,,,,0.006379,0.005490,0.000,True,,2026-03-24T16:34:42.639622
EXP2,CycleHeavy_n50_density10_nested_cycles,CycleHeavy,33,44,0.083333,MEMETIC,1,33,,,,53.167627,53.056276,0.020,True,,2026-03-24T16:35:35.807904
EXP3,CycleHeavy_n50_density10_nested_cycles,CycleHeavy,33,44,0.083333,IC,1,11,,,,1.575220,1.573200,0.016,True,,2026-03-24T16:35:37.395383
EXP3,CycleHeavy_n50_density10_nested_cycles,CycleHeavy,33,44,0.083333,KBST,1,8,,,,0.007242,0.006387,0.029,True,,2026-03-24T16:35:37.403613
EXP3,CycleHeavy_n50_density10_nested_cycles,CycleHeavy,33,44,0.083333,MEMETIC,1,33,,,,53.210114,53.101531,0.049,True,,2026-03-24T16:36:30.614421
EXP1,CycleHeavy_n50_density25_nested_cycles,CycleHeavy,33,49,0.092803,IC,1,17,,,,0.003213,0.002927,0.000,True,,2026-03-24T16:36:30.701897
EXP1,CycleHeavy_n50_density25_nested_cycles,CycleHeavy,33,49,0.092803,KBST,1,10,,,,0.008864,0.008825,0.000,True,,2026-03-24T16:36:30.711670
EXP1,CycleHeavy_n50_density25_nested_cycles,CycleHeavy,33,49,0.092803,MEMETIC,1,33,,,,22.065724,22.034814,0.000,True,,2026-03-24T16:36:52.778222
EXP2,CycleHeavy_n50_density25_nested_cycles,CycleHeavy,33,49,0.092803,IC,1,17,,,,0.003207,0.003063,0.000,True,,2026-03-24T16:36:52.782757
EXP2,CycleHeavy_n50_density25_nested_cycles,CycleHeavy,33,49,0.092803,KBST,1,10,,,,0.007915,0.007174,0.000,True,,2026-03-24T16:36:52.791817
EXP2,CycleHeavy_n50_density25_nested_cycles,CycleHeavy,33,49,0.092803,MEMETIC,1,33,,,,57.096545,56.877045,0.000,True,,2026-03-24T16:37:49.889267
EXP3,CycleHeavy_n50_density25_nested_cycles,CycleHeavy,33,49,0.092803,IC,1,17,,,,0.003147,0.002275,0.000,True,,2026-03-24T16:37:49.906591
EXP3,CycleHeavy_n50_density25_nested_cycles,CycleHeavy,33,49,0.092803,KBST,1,10,,,,0.008054,0.007332,0.000,True,,2026-03-24T16:37:49.915619
EXP3,CycleHeavy_n50_density25_nested_cycles,CycleHeavy,33,49,0.092803,MEMETIC,1,33,,,,57.424201,57.176865,0.000,True,,2026-03-24T16:38:47.340611
EXP1,CycleHeavy_n50_density50_nested_cycles,CycleHeavy,33,57,0.107955,IC,1,12,,,,0.368273,0.365545,0.000,True,,2026-03-24T16:38:47.724684
EXP1,CycleHeavy_n50_density50_nested_cycles,CycleHeavy,33,57,0.107955,KBST,1,11,,,,0.009367,0.009149,0.000,True,,2026-03-24T16:38:47.735015
EXP1,CycleHeavy_n50_density50_nested_cycles,CycleHeavy,33,57,0.107955,MEMETIC,1,33,,,,25.079009,25.013492,1.712,True,,2026-03-24T16:39:12.814820
EXP2,CycleHeavy_n50_density50_nested_cycles,CycleHeavy,33,57,0.107955,IC,1,12,,,,0.361337,0.360124,0.000,True,,2026-03-24T16:39:13.177464
EXP2,CycleHeavy_n50_density50_nested_cycles,CycleHeavy,33,57,0.107955,KBST,1,11,,,,0.009154,0.008488,0.000,True,,2026-03-24T16:39:13.187447
EXP2,CycleHeavy_n50_density50_nested_cycles,CycleHeavy,33,57,0.107955,MEMETIC,1,33,,,,61.921239,61.746893,0.086,True,,2026-03-24T16:40:15.109470
EXP3,CycleHeavy_n50_density50_nested_cycles,CycleHeavy,33,57,0.107955,IC,1,12,,,,0.368462,0.365985,0.000,True,,2026-03-24T16:40:15.491949
EXP3,CycleHeavy_n50_density50_nested_cycles,CycleHeavy,33,57,0.107955,KBST,1,11,,,,0.009905,0.009814,0.000,True,,2026-03-24T16:40:15.502906
EXP3,CycleHeavy_n50_density50_nested_cycles,CycleHeavy,33,57,0.107955,MEMETIC,1,33,,,,64.262327,63.902443,0.000,True,,2026-03-24T16:41:19.765930
EXP1,CycleHeavy_n50_density75_nested_cycles,CycleHeavy,33,65,0.123106,IC,1,33,,,,0.001005,0.000726,0.000,True,,2026-03-24T16:41:19.807848
EXP1,CycleHeavy_n50_density75_nested_cycles,CycleHeavy,33,65,0.123106,KBST,1,13,,,,0.015539,0.014932,0.000,True,,2026-03-24T16:41:19.824554
EXP1,CycleHeavy_n50_density75_nested_cycles,CycleHeavy,33,65,0.123106,MEMETIC,1,33,,,,26.870633,26.745933,0.000,True,,2026-03-24T16:41:46.695808
EXP2,CycleHeavy_n50_density75_nested_cycles,CycleHeavy,33,65,0.123106,IC,1,33,,,,0.001019,0.000489,0.000,True,,2026-03-24T16:41:46.698025
EXP2,CycleHeavy_n50_density75_nested_cycles,CycleHeavy,33,65,0.123106,KBST,1,13,,,,0.013472,0.012765,0.000,True,,2026-03-24T16:41:46.712544
EXP2,CycleHeavy_n50_density75_nested_cycles,CycleHeavy,33,65,0.123106,MEMETIC,1,33,,,,66.144461,65.928106,0.000,True,,2026-03-24T16:42:52.857646
EXP3,CycleHeavy_n50_density75_nested_cycles,CycleHeavy,33,65,0.123106,IC,1,33,,,,0.000939,0.000811,0.000,True,,2026-03-24T16:42:52.871717
EXP3,CycleHeavy_n50_density75_nested_cycles,CycleHeavy,33,65,0.123106,KBST,1,13,,,,0.012489,0.012039,0.000,True,,2026-03-24T16:42:52.885366
EXP3,CycleHeavy_n50_density75_nested_cycles,CycleHeavy,33,65,0.123106,MEMETIC,1,33,,,,66.219429,65.959699,0.000,True,,2026-03-24T16:43:59.105530
EXP1,Tree_random_n50,Tree,50,49,0.040000,IC,1,0,,,,0.015382,0.014580,0.000,True,,2026-03-24T16:43:59.134733
EXP1,Tree_random_n50,Tree,50,49,0.040000,KBST,1,0,,,,0.001903,0.001155,0.000,True,,2026-03-24T16:43:59.137613
EXP1,Tree_random_n50,Tree,50,49,0.040000,MEMETIC,1,0,,,,0.835015,0.833196,0.004,True,,2026-03-24T16:43:59.973770
EXP2,Tree_random_n50,Tree,50,49,0.040000,IC,1,0,,,,0.015075,0.014366,0.000,True,,2026-03-24T16:43:59.990600
EXP2,Tree_random_n50,Tree,50,49,0.040000,KBST,1,0,,,,0.001840,0.001319,0.000,True,,2026-03-24T16:43:59.993281
EXP2,Tree_random_n50,Tree,50,49,0.040000,MEMETIC,1,0,,,,2.219385,2.212363,0.000,True,,2026-03-24T16:44:02.213710
EXP3,Tree_random_n50,Tree,50,49,0.040000,IC,1,0,,,,0.015917,0.015289,0.000,True,,2026-03-24T16:44:02.244625
EXP3,Tree_random_n50,Tree,50,49,0.040000,KBST,1,0,,,,0.001980,0.001318,0.000,True,,2026-03-24T16:44:02.247489
EXP3,Tree_random_n50,Tree,50,49,0.040000,MEMETIC,1,0,,,,2.161321,2.154524,0.000,True,,2026-03-24T16:44:04.409933
EXP1,Tree_star_n50,Tree,50,49,0.040000,IC,1,0,,,,0.016430,0.015623,0.000,True,,2026-03-24T16:44:04.440636
EXP1,Tree_star_n50,Tree,50,49,0.040000,KBST,1,0,,,,0.001067,0.000331,0.000,True,,2026-03-24T16:44:04.442418
EXP1,Tree_star_n50,Tree,50,49,0.040000,MEMETIC,1,0,,,,0.837707,0.835212,0.000,True,,2026-03-24T16:44:05.281025
EXP2,Tree_star_n50,Tree,50,49,0.040000,IC,1,0,,,,0.016350,0.016019,0.000,True,,2026-03-24T16:44:05.299200
EXP2,Tree_star_n50,Tree,50,49,0.040000,KBST,1,0,,,,0.001132,0.000631,0.000,True,,2026-03-24T16:44:05.301148
EXP2,Tree_star_n50,Tree,50,49,0.040000,MEMETIC,1,0,,,,2.128380,2.124295,0.000,True,,2026-03-24T16:44:07.430566
EXP3,Tree_star_n50,Tree,50,49,0.040000,IC,1,0,,,,0.015776,0.015301,0.000,True,,2026-03-24T16:44:07.459410
EXP3,Tree_star_n50,Tree,50,49,0.040000,KBST,1,0,,,,0.001001,0.000492,0.000,True,,2026-03-24T16:44:07.461193
EXP3,Tree_star_n50,Tree,50,49,0.040000,MEMETIC,1,0,,,,2.082892,2.074694,0.000,True,,2026-03-24T16:44:09.545170
EXP1,CycleHeavy_n50_density10_random_overlay,CycleHeavy,50,54,0.044082,IC,1,5,,,,0.245702,0.245258,0.000,True,,2026-03-24T16:44:09.892784
EXP1,CycleHeavy_n50_density10_random_overlay,CycleHeavy,50,54,0.044082,KBST,1,3,,,,0.003361,0.003037,0.000,True,,2026-03-24T16:44:09.897022
EXP1,CycleHeavy_n50_density10_random_overlay,CycleHeavy,50,54,0.044082,MEMETIC,1,50,,,,46.497931,46.386053,5.427,True,,2026-03-24T16:44:56.395590
EXP2,CycleHeavy_n50_density10_random_overlay,CycleHeavy,50,54,0.044082,IC,1,5,,,,0.247332,0.246235,0.000,True,,2026-03-24T16:44:56.644467
EXP2,CycleHeavy_n50_density10_random_overlay,CycleHeavy,50,54,0.044082,KBST,1,3,,,,0.003710,0.003463,0.000,True,,2026-03-24T16:44:56.649155
EXP2,CycleHeavy_n50_density10_random_overlay,CycleHeavy,50,54,0.044082,MEMETIC,1,50,,,,114.032205,113.739845,0.000,True,,2026-03-24T16:46:50.681934
EXP3,CycleHeavy_n50_density10_random_overlay,CycleHeavy,50,54,0.044082,IC,1,5,,,,0.239550,0.238837,0.000,True,,2026-03-24T16:46:50.935390
EXP3,CycleHeavy_n50_density10_random_overlay,CycleHeavy,50,54,0.044082,KBST,1,3,,,,0.003338,0.002580,0.000,True,,2026-03-24T16:46:50.939503
EXP3,CycleHeavy_n50_density10_random_overlay,CycleHeavy,50,54,0.044082,MEMETIC,1,50,,,,111.650282,111.497481,0.012,True,,2026-03-24T16:48:42.590532
EXP1,CycleHeavy_n50_density25_random_overlay,CycleHeavy,50,61,0.049796,IC,1,10,,,,3.086778,3.083310,0.000,True,,2026-03-24T16:48:45.691697
EXP1,CycleHeavy_n50_density25_random_overlay,CycleHeavy,50,61,0.049796,KBST,1,5,,,,0.006441,0.006215,0.000,True,,2026-03-24T16:48:45.699225
EXP1,CycleHeavy_n50_density25_random_overlay,CycleHeavy,50,61,0.049796,MEMETIC,1,50,,,,46.422319,46.367676,0.000,True,,2026-03-24T16:49:32.122290
EXP2,CycleHeavy_n50_density25_random_overlay,CycleHeavy,50,61,0.049796,IC,1,10,,,,3.022252,3.019435,0.000,True,,2026-03-24T16:49:35.145850
EXP2,CycleHeavy_n50_density25_random_overlay,CycleHeavy,50,61,0.049796,KBST,1,5,,,,0.006564,0.005960,0.000,True,,2026-03-24T16:49:35.153407
EXP2,CycleHeavy_n50_density25_random_overlay,CycleHeavy,50,61,0.049796,MEMETIC,1,50,,,,117.269186,117.075841,0.000,True,,2026-03-24T16:51:32.423428
EXP3,CycleHeavy_n50_density25_random_overlay,CycleHeavy,50,61,0.049796,IC,1,10,,,,3.215337,3.190277,0.000,True,,2026-03-24T16:51:35.652756
EXP3,CycleHeavy_n50_density25_random_overlay,CycleHeavy,50,61,0.049796,KBST,1,5,,,,0.006663,0.006191,0.000,True,,2026-03-24T16:51:35.660364
EXP3,CycleHeavy_n50_density25_random_overlay,CycleHeavy,50,61,0.049796,MEMETIC,1,50,,,,118.569310,118.266621,0.000,True,,2026-03-24T16:53:34.230472
EXP1,ER_n20_p0.5_seed1,ER,20,91,0.478947,IC,1,20,,,,0.000742,0.000309,0.000,True,,2026-03-24T16:53:34.246410
EXP1,ER_n20_p0.5_seed1,ER,20,91,0.478947,KBST,1,20,,,,0.000447,0.000265,0.000,True,,2026-03-24T16:53:34.247401
EXP1,ER_n20_p0.5_seed1,ER,20,91,0.478947,MEMETIC,1,20,,,,18.158250,18.133514,0.000,True,,2026-03-24T16:53:52.406300
EXP2,ER_n20_p0.5_seed1,ER,20,91,0.478947,IC,1,20,,,,0.000907,0.000311,0.000,True,,2026-03-24T16:53:52.408379
EXP2,ER_n20_p0.5_seed1,ER,20,91,0.478947,KBST,1,20,,,,0.000518,0.000509,0.000,True,,2026-03-24T16:53:52.409528
EXP2,ER_n20_p0.5_seed1,ER,20,91,0.478947,MEMETIC,1,20,,,,46.296394,46.183507,0.000,True,,2026-03-24T16:54:38.706595
EXP3,ER_n20_p0.5_seed1,ER,20,91,0.478947,IC,1,20,,,,0.000781,0.000706,0.000,True,,2026-03-24T16:54:38.721570
EXP3,ER_n20_p0.5_seed1,ER,20,91,0.478947,KBST,1,20,,,,0.000420,0.000340,0.000,True,,2026-03-24T16:54:38.722478
EXP3,ER_n20_p0.5_seed1,ER,20,91,0.478947,MEMETIC,1,20,,,,45.936306,45.849369,0.000,True,,2026-03-24T16:55:24.659373
EXP8,ER_n20_p0.5_seed1,ER,20,91,0.478947,BRUTE_FORCE,1,11,11,1.0,0.0,19.033386,18.981014,0.012,True,Ground truth,2026-03-24T16:55:43.706429
EXP8,ER_n20_p0.5_seed1,ER,20,91,0.478947,IC,1,20,11,1.8181818181818181,81.81818181818183,0.001134,0.000340,0.000,True,,2026-03-24T16:55:43.708258
EXP8,ER_n20_p0.5_seed1,ER,20,91,0.478947,KBST,1,20,11,1.8181818181818181,81.81818181818183,0.000494,0.000298,0.000,True,,2026-03-24T16:55:43.709357
EXP8,ER_n20_p0.5_seed1,ER,20,91,0.478947,MEMETIC,1,20,11,1.8181818181818181,81.81818181818183,18.100935,18.065426,0.000,True,,2026-03-24T16:56:01.810932
EXP1,realworld_karate,realworld,34,78,0.139037,IC,1,34,,,,0.000788,0.000344,0.000,True,,2026-03-24T16:56:01.812971
EXP1,realworld_karate,realworld,34,78,0.139037,KBST,1,34,,,,0.000481,0.000309,0.000,True,,2026-03-24T16:56:01.814124
EXP1,realworld_karate,realworld,34,78,0.139037,MEMETIC,1,34,,,,32.247761,32.191793,0.000,True,,2026-03-24T16:56:34.062606
EXP2,realworld_karate,realworld,34,78,0.139037,IC,1,34,,,,0.000937,0.000780,0.000,True,,2026-03-24T16:56:34.064679
EXP2,realworld_karate,realworld,34,78,0.139037,KBST,1,34,,,,0.000562,0.000386,0.000,True,,2026-03-24T16:56:34.065931
EXP2,realworld_karate,realworld,34,78,0.139037,MEMETIC,1,34,,,,79.940621,79.807158,0.000,True,,2026-03-24T16:57:54.007426
EXP3,realworld_karate,realworld,34,78,0.139037,IC,1,34,,,,0.000897,0.000564,0.000,True,,2026-03-24T16:57:54.022772
EXP3,realworld_karate,realworld,34,78,0.139037,KBST,1,34,,,,0.000496,0.000305,0.000,True,,2026-03-24T16:57:54.023809
EXP3,realworld_karate,realworld,34,78,0.139037,MEMETIC,1,34,,,,80.008568,79.889620,0.000,True,,2026-03-24T16:59:14.032999
EXP9,realworld_karate,realworld,34,78,0.139037,IC,1,34,,,,0.000882,0.000603,0.000,True,"density=0.1390, avg_deg=4.59",2026-03-24T16:59:14.048790
EXP9,realworld_karate,realworld,34,78,0.139037,KBST,1,34,,,,0.000528,0.000306,0.000,True,"density=0.1390, avg_deg=4.59",2026-03-24T16:59:14.050032
EXP9,realworld_karate,realworld,34,78,0.139037,MEMETIC,1,34,,,,81.023243,80.772589,0.000,True,"density=0.1390, avg_deg=4.59",2026-03-24T17:00:35.074031
EXP1,CycleHeavy_n50_density50_random_overlay,CycleHeavy,50,74,0.060408,IC,1,23,,,,1032.357572,1028.873573,1.085,True,,2026-03-24T17:17:47.433592
EXP1,CycleHeavy_n50_density50_random_overlay,CycleHeavy,50,74,0.060408,KBST,1,10,,,,0.013180,0.012340,0.000,True,,2026-03-24T17:17:47.447738
EXP1,CycleHeavy_n50_density50_random_overlay,CycleHeavy,50,74,0.060408,MEMETIC,1,50,,,,50.081240,49.920936,0.000,True,,2026-03-24T17:18:37.529570
EXP2,CycleHeavy_n50_density50_random_overlay,CycleHeavy,50,74,0.060408,IC,1,23,,,,1016.084465,1013.630878,0.000,True,,2026-03-24T17:35:33.615545
EXP2,CycleHeavy_n50_density50_random_overlay,CycleHeavy,50,74,0.060408,KBST,1,10,,,,0.012421,0.012366,0.000,True,,2026-03-24T17:35:33.628871
EXP2,CycleHeavy_n50_density50_random_overlay,CycleHeavy,50,74,0.060408,MEMETIC,1,50,,,,122.282635,122.155656,0.000,True,,2026-03-24T17:37:35.912215
EXP3,CycleHeavy_n50_density50_random_overlay,CycleHeavy,50,74,0.060408,IC,1,23,,,,1001.812302,1000.925442,0.000,True,,2026-03-24T17:54:17.739001
EXP3,CycleHeavy_n50_density50_random_overlay,CycleHeavy,50,74,0.060408,KBST,1,10,,,,0.012790,0.012800,0.000,True,,2026-03-24T17:54:17.752802
EXP3,CycleHeavy_n50_density50_random_overlay,CycleHeavy,50,74,0.060408,MEMETIC,1,50,,,,121.727669,121.607041,0.000,True,,2026-03-24T17:56:19.481238
EXP2,Tree_binary_n50,Tree,63,62,0.031746,IC,1,1,,,,0.023695,0.023588,0.000,True,,2026-03-24T17:56:19.522890
EXP2,Tree_binary_n50,Tree,63,62,0.031746,KBST,1,0,,,,0.002042,0.001849,0.000,True,,2026-03-24T17:56:19.526041
EXP2,Tree_binary_n50,Tree,63,62,0.031746,MEMETIC,1,0,,,,2.619661,2.615845,0.000,True,,2026-03-24T17:56:22.147057
EXP3,Tree_binary_n50,Tree,63,62,0.031746,IC,1,1,,,,0.089480,0.088515,0.000,True,,2026-03-24T17:56:22.250930
EXP3,Tree_binary_n50,Tree,63,62,0.031746,KBST,1,0,,,,0.001474,0.000929,0.000,True,,2026-03-24T17:56:22.253390
EXP3,Tree_binary_n50,Tree,63,62,0.031746,MEMETIC,1,0,,,,2.556206,2.553730,0.000,True,,2026-03-24T17:56:24.810697
EXP1,CycleHeavy_n50_density75_random_overlay,CycleHeavy,50,86,0.070204,IC,1,18,,,,0.350487,0.349975,0.000,True,,2026-03-24T17:56:25.179142
EXP1,CycleHeavy_n50_density75_random_overlay,CycleHeavy,50,86,0.070204,KBST,1,16,,,,0.019498,0.018806,0.000,True,,2026-03-24T17:56:25.199674
EXP1,CycleHeavy_n50_density75_random_overlay,CycleHeavy,50,86,0.070204,MEMETIC,1,50,,,,52.699778,52.659376,0.000,True,,2026-03-24T17:57:17.900364
EXP2,CycleHeavy_n50_density75_random_overlay,CycleHeavy,50,86,0.070204,IC,1,18,,,,0.411611,0.411059,0.000,True,,2026-03-24T17:57:18.313286
EXP2,CycleHeavy_n50_density75_random_overlay,CycleHeavy,50,86,0.070204,KBST,1,16,,,,0.020069,0.019666,0.000,True,,2026-03-24T17:57:18.334257
EXP2,CycleHeavy_n50_density75_random_overlay,CycleHeavy,50,86,0.070204,MEMETIC,1,50,,,,131.675839,131.559416,0.000,True,,2026-03-24T17:59:30.010821
EXP3,CycleHeavy_n50_density75_random_overlay,CycleHeavy,50,86,0.070204,IC,1,18,,,,0.357419,0.357115,0.000,True,,2026-03-24T17:59:30.384758
EXP3,CycleHeavy_n50_density75_random_overlay,CycleHeavy,50,86,0.070204,KBST,1,16,,,,0.019791,0.019149,0.000,True,,2026-03-24T17:59:30.405520
EXP3,CycleHeavy_n50_density75_random_overlay,CycleHeavy,50,86,0.070204,MEMETIC,1,50,,,,134.558691,134.293420,0.000,True,,2026-03-24T18:01:44.964786
EXP1,BA_n50_m2_seed1,BA,50,96,0.078367,IC,1,10,,,,46.681116,46.626785,0.127,True,,2026-03-24T18:02:31.662816
EXP1,BA_n50_m2_seed1,BA,50,96,0.078367,KBST,1,9,,,,0.012012,0.011135,0.000,True,,2026-03-24T18:02:31.675820
EXP1,BA_n50_m2_seed1,BA,50,96,0.078367,MEMETIC,1,50,,,,55.437986,55.397031,0.000,True,,2026-03-24T18:03:27.114562
EXP2,BA_n50_m2_seed1,BA,50,96,0.078367,IC,1,10,,,,46.547901,46.517341,0.000,True,,2026-03-24T18:04:13.663915
EXP2,BA_n50_m2_seed1,BA,50,96,0.078367,KBST,1,9,,,,0.012071,0.011928,0.000,True,,2026-03-24T18:04:13.676864
EXP2,BA_n50_m2_seed1,BA,50,96,0.078367,MEMETIC,1,50,,,,136.699170,136.598848,0.000,True,,2026-03-24T18:06:30.376821
EXP3,BA_n50_m2_seed1,BA,50,96,0.078367,IC,1,10,,,,46.209735,46.178201,0.004,True,,2026-03-24T18:07:16.601212
EXP3,BA_n50_m2_seed1,BA,50,96,0.078367,KBST,1,9,,,,0.011819,0.011740,0.000,True,,2026-03-24T18:07:16.613965
EXP3,BA_n50_m2_seed1,BA,50,96,0.078367,MEMETIC,1,50,,,,139.988025,139.691074,0.000,True,,2026-03-24T18:09:36.602649
EXP1,WS_n50_k4_b01_seed1,WS,50,100,0.081633,IC,1,50,,,,0.000931,0.000873,0.000,True,,2026-03-24T18:09:36.619601
EXP1,WS_n50_k4_b01_seed1,WS,50,100,0.081633,KBST,1,50,,,,0.000565,0.000344,0.000,True,,2026-03-24T18:09:36.620777
EXP1,WS_n50_k4_b01_seed1,WS,50,100,0.081633,MEMETIC,1,50,,,,57.276686,57.165309,0.000,True,,2026-03-24T18:10:33.898517
EXP2,WS_n50_k4_b01_seed1,WS,50,100,0.081633,IC,1,50,,,,0.001168,0.000457,0.000,True,,2026-03-24T18:10:33.901309
EXP2,WS_n50_k4_b01_seed1,WS,50,100,0.081633,KBST,1,50,,,,0.000583,0.000295,0.000,True,,2026-03-24T18:10:33.902481
EXP2,WS_n50_k4_b01_seed1,WS,50,100,0.081633,MEMETIC,1,50,,,,142.818913,142.564410,0.000,True,,2026-03-24T18:12:56.722082
EXP3,WS_n50_k4_b01_seed1,WS,50,100,0.081633,IC,1,50,,,,0.000900,0.000592,0.000,True,,2026-03-24T18:12:56.737757
EXP3,WS_n50_k4_b01_seed1,WS,50,100,0.081633,KBST,1,50,,,,0.000494,0.000291,0.000,True,,2026-03-24T18:12:56.738803
EXP3,WS_n50_k4_b01_seed1,WS,50,100,0.081633,MEMETIC,1,50,,,,141.071459,140.971000,0.000,True,,2026-03-24T18:15:17.810933
EXP1,WS_n50_k4_b03_seed1,WS,50,100,0.081633,IC,1,50,,,,0.000960,0.000365,0.000,True,,2026-03-24T18:15:17.827324
EXP1,WS_n50_k4_b03_seed1,WS,50,100,0.081633,KBST,1,50,,,,0.000451,0.000245,0.000,True,,2026-03-24T18:15:17.828432
EXP1,WS_n50_k4_b03_seed1,WS,50,100,0.081633,MEMETIC,1,50,,,,56.983461,56.944706,0.000,True,,2026-03-24T18:16:14.812539
EXP2,WS_n50_k4_b03_seed1,WS,50,100,0.081633,IC,1,50,,,,0.000807,0.000293,0.000,True,,2026-03-24T18:16:14.814349
EXP2,WS_n50_k4_b03_seed1,WS,50,100,0.081633,KBST,1,50,,,,0.000426,0.000238,0.000,True,,2026-03-24T18:16:14.815294
EXP2,WS_n50_k4_b03_seed1,WS,50,100,0.081633,MEMETIC,1,50,,,,141.328914,141.232003,0.000,True,,2026-03-24T18:18:36.144854
EXP3,WS_n50_k4_b03_seed1,WS,50,100,0.081633,IC,1,50,,,,0.000853,0.000368,0.000,True,,2026-03-24T18:18:36.160232
EXP3,WS_n50_k4_b03_seed1,WS,50,100,0.081633,KBST,1,50,,,,0.000427,0.000225,0.000,True,,2026-03-24T18:18:36.161251
EXP3,WS_n50_k4_b03_seed1,WS,50,100,0.081633,MEMETIC,1,50,,,,141.782716,141.697031,0.000,True,,2026-03-24T18:20:57.944673
EXP1,WS_n50_k4_b05_seed1,WS,50,100,0.081633,IC,1,50,,,,0.000940,0.000801,0.000,True,,2026-03-24T18:20:57.961645
EXP1,WS_n50_k4_b05_seed1,WS,50,100,0.081633,KBST,1,50,,,,0.000592,0.000339,0.000,True,,2026-03-24T18:20:57.962834
EXP1,WS_n50_k4_b05_seed1,WS,50,100,0.081633,MEMETIC,1,50,,,,58.466381,58.438326,0.000,True,,2026-03-24T18:21:56.429869
EXP2,WS_n50_k4_b05_seed1,WS,50,100,0.081633,IC,1,50,,,,0.000822,0.000489,0.000,True,,2026-03-24T18:21:56.431720
EXP2,WS_n50_k4_b05_seed1,WS,50,100,0.081633,KBST,1,50,,,,0.000403,0.000249,0.000,True,,2026-03-24T18:21:56.432592
EXP2,WS_n50_k4_b05_seed1,WS,50,100,0.081633,MEMETIC,1,50,,,,146.081144,145.979548,0.000,True,,2026-03-24T18:24:22.514425
EXP3,WS_n50_k4_b05_seed1,WS,50,100,0.081633,IC,1,50,,,,0.000865,0.000379,0.000,True,,2026-03-24T18:24:22.530968
EXP3,WS_n50_k4_b05_seed1,WS,50,100,0.081633,KBST,1,50,,,,0.000420,0.000211,0.000,True,,2026-03-24T18:24:22.531917
EXP3,WS_n50_k4_b05_seed1,WS,50,100,0.081633,MEMETIC,1,50,,,,145.756122,145.671691,0.000,True,,2026-03-24T18:26:48.288692
EXP1,ER_n20_p0.7_seed1,ER,20,133,0.700000,IC,1,20,,,,0.000863,0.000690,0.000,True,,2026-03-24T18:26:48.305626
EXP1,ER_n20_p0.7_seed1,ER,20,133,0.700000,KBST,1,20,,,,0.000429,0.000329,0.000,True,,2026-03-24T18:26:48.306547
EXP1,ER_n20_p0.7_seed1,ER,20,133,0.700000,MEMETIC,1,20,,,,24.462466,24.455303,0.000,True,,2026-03-24T18:27:12.769627
EXP2,ER_n20_p0.7_seed1,ER,20,133,0.700000,IC,1,20,,,,0.000780,0.000481,0.000,True,,2026-03-24T18:27:12.771721
EXP2,ER_n20_p0.7_seed1,ER,20,133,0.700000,KBST,1,20,,,,0.000460,0.000296,0.000,True,,2026-03-24T18:27:12.772712
EXP2,ER_n20_p0.7_seed1,ER,20,133,0.700000,MEMETIC,1,20,,,,60.755260,60.722015,0.000,True,,2026-03-24T18:28:13.528530
EXP3,ER_n20_p0.7_seed1,ER,20,133,0.700000,IC,1,20,,,,0.000813,0.000353,0.000,True,,2026-03-24T18:28:13.544218
EXP3,ER_n20_p0.7_seed1,ER,20,133,0.700000,KBST,1,20,,,,0.000444,0.000238,0.000,True,,2026-03-24T18:28:13.545252
EXP3,ER_n20_p0.7_seed1,ER,20,133,0.700000,MEMETIC,1,20,,,,60.679952,60.645233,0.000,True,,2026-03-24T18:29:14.225697
EXP8,ER_n20_p0.7_seed1,ER,20,133,0.700000,BRUTE_FORCE,1,14,14,1.0,0.0,28.069010,28.058774,0.000,True,Ground truth,2026-03-24T18:29:42.310556
EXP8,ER_n20_p0.7_seed1,ER,20,133,0.700000,IC,1,20,14,1.4285714285714286,42.857142857142854,0.000840,0.000328,0.000,True,,2026-03-24T18:29:42.312004
EXP8,ER_n20_p0.7_seed1,ER,20,133,0.700000,KBST,1,20,14,1.4285714285714286,42.857142857142854,0.000412,0.000229,0.000,True,,2026-03-24T18:29:42.313067
EXP8,ER_n20_p0.7_seed1,ER,20,133,0.700000,MEMETIC,1,20,14,1.4285714285714286,42.857142857142854,24.219210,24.208550,0.000,True,,2026-03-24T18:30:06.532917
EXP1,ER_n50_p0.1_seed1,ER,50,107,0.087347,IC,1,50,,,,0.000793,0.000345,0.000,True,,2026-03-24T18:30:06.535021
EXP1,ER_n50_p0.1_seed1,ER,50,107,0.087347,KBST,1,50,,,,0.000467,0.000294,0.000,True,,2026-03-24T18:30:06.536155
EXP1,ER_n50_p0.1_seed1,ER,50,107,0.087347,MEMETIC,1,50,,,,60.224037,60.199490,0.000,True,,2026-03-24T18:31:06.760770
EXP2,ER_n50_p0.1_seed1,ER,50,107,0.087347,IC,1,50,,,,0.000820,0.000604,0.000,True,,2026-03-24T18:31:06.762658
