file,n,m,FVS_size,runtime,validity
grid_000822.txt,20,31,5,0.003981,True
grid_000824.txt,25,40,6,0.026259,True
grid_000826.txt,12,17,3,0.00086,True
grid_000828.txt,20,31,5,0.004582,True
grid_000830.txt,30,49,8,0.330212,True
grid_000832.txt,12,17,3,0.000858,True
grid_000834.txt,18,27,4,0.001909,True
grid_000836.txt,20,31,5,0.004602,True
grid_000838.txt,9,12,2,0.000632,True
grid_000840.txt,15,22,3,0.001639,True
grid_000842.txt,25,40,6,0.027059,True
grid_000844.txt,20,31,5,0.004573,True
grid_000846.txt,16,24,4,0.001538,True
grid_000848.txt,25,40,6,0.026029,True
grid_000850.txt,24,38,6,0.020583,True
grid_000852.txt,20,31,5,0.003918,True
grid_000854.txt,16,24,4,0.00162,True
grid_000856.txt,24,38,6,0.021702,True
grid_000858.txt,15,22,3,0.001224,True
grid_000860.txt,16,24,4,0.001517,True
grid_000862.txt,12,17,3,0.001044,True
grid_000864.txt,12,17,3,0.000823,True
grid_000866.txt,16,24,4,0.001591,True
grid_000868.txt,15,22,3,0.001641,True
grid_000870.txt,24,38,6,0.021553,True
grid_000872.txt,18,27,4,0.001999,True
grid_000874.txt,30,49,8,0.294427,True
grid_000876.txt,20,31,5,0.005054,True
grid_000878.txt,16,24,4,0.001562,True
grid_000880.txt,20,31,5,0.003972,True
grid_000882.txt,25,40,6,0.026595,True
grid_000884.txt,16,24,4,0.001516,True
grid_000886.txt,18,27,4,0.001903,True
grid_000888.txt,30,49,8,0.297899,True
grid_000890.txt,18,27,4,0.001869,True
grid_000892.txt,20,31,5,0.00409,True
grid_000894.txt,24,38,6,0.020322,True
grid_000896.txt,9,12,2,0.000703,True
grid_000898.txt,24,38,6,0.020898,True
grid_000900.txt,30,49,8,0.302301,True
grid_000902.txt,15,22,3,0.001561,True
grid_000904.txt,25,40,6,0.027488,True
grid_000906.txt,18,27,4,0.00238,True
grid_000908.txt,25,40,6,0.027874,True
grid_000910.txt,12,17,3,0.000854,True
grid_000912.txt,9,12,2,0.000565,True
grid_000914.txt,12,17,3,0.000814,True
grid_000916.txt,12,17,3,0.000904,True
grid_000918.txt,12,17,3,0.000803,True
grid_000920.txt,15,22,3,0.001175,True
grid_000922.txt,12,17,3,0.000905,True
grid_000924.txt,18,27,4,0.001843,True
grid_000926.txt,25,40,6,0.027191,True
grid_000928.txt,15,22,3,0.001837,True
grid_000930.txt,12,17,3,0.000796,True
grid_000932.txt,20,31,5,0.004677,True
grid_000934.txt,20,31,5,0.004527,True
grid_000936.txt,20,31,5,0.005055,True
grid_000938.txt,16,24,4,0.001595,True
grid_000940.txt,15,22,3,0.001528,True
grid_000942.txt,12,17,3,0.000858,True
grid_000944.txt,9,12,2,0.000613,True
grid_000946.txt,24,38,6,0.022033,True
grid_000948.txt,9,12,2,0.000562,True
grid_000950.txt,24,38,6,0.021519,True
grid_000952.txt,12,17,3,0.000922,True
grid_000954.txt,12,17,3,0.000916,True
grid_000956.txt,25,40,6,0.028463,True
grid_000958.txt,20,31,5,0.004123,True
grid_000960.txt,30,49,8,0.302403,True
grid_000962.txt,15,22,3,0.001524,True
grid_000964.txt,20,31,5,0.004606,True
grid_000966.txt,24,38,6,0.021388,True
grid_000968.txt,25,40,6,0.025938,True
grid_000970.txt,18,27,4,0.001911,True
grid_000972.txt,16,24,4,0.001684,True
grid_000974.txt,25,40,6,0.026506,True
grid_000976.txt,18,27,4,0.001846,True
grid_000978.txt,25,40,6,0.025691,True
grid_000980.txt,12,17,3,0.000873,True
grid_000982.txt,18,27,4,0.003365,True
grid_000984.txt,18,27,4,0.001845,True
grid_000986.txt,16,24,4,0.001573,True
grid_000988.txt,20,31,5,0.00445,True
grid_000990.txt,18,27,4,0.001882,True
grid_000992.txt,18,27,4,0.001916,True
grid_000994.txt,12,17,3,0.000859,True
grid_000996.txt,15,22,3,0.001472,True
grid_000998.txt,15,22,3,0.001141,True
grid_001000.txt,12,17,3,0.000927,True
grid_001002.txt,24,38,6,0.022252,True
grid_001004.txt,15,22,3,0.001194,True
grid_001006.txt,12,17,3,0.000879,True
grid_001008.txt,12,17,3,0.000811,True
grid_001010.txt,25,40,6,0.026309,True
grid_001012.txt,9,12,2,0.00073,True
grid_001014.txt,25,40,6,0.026272,True
grid_001016.txt,18,27,4,0.001829,True
grid_001018.txt,15,22,3,0.001218,True
grid_001020.txt,20,31,5,0.004553,True
grid_001022.txt,20,31,5,0.004735,True
grid_001024.txt,30,49,8,0.299578,True
grid_001026.txt,20,31,5,0.004402,True
grid_001028.txt,30,49,8,0.295344,True
grid_001030.txt,30,49,8,0.298609,True
grid_001032.txt,18,27,4,0.001796,True
grid_001034.txt,20,31,5,0.004096,True
grid_001036.txt,16,24,4,0.001651,True
grid_001038.txt,24,38,6,0.021085,True
grid_001040.txt,20,31,5,0.004032,True
grid_001042.txt,16,24,4,0.001627,True
grid_001044.txt,30,49,8,0.296235,True
grid_001046.txt,25,40,6,0.026785,True
grid_001048.txt,25,40,6,0.02713,True
grid_001050.txt,30,49,8,0.295307,True
grid_001052.txt,12,17,3,0.000831,True
grid_001054.txt,9,12,2,0.000525,True
grid_001056.txt,18,27,4,0.001989,True
grid_001058.txt,15,22,3,0.001156,True
grid_001060.txt,12,17,3,0.000875,True
grid_001062.txt,12,17,3,0.000947,True
grid_001064.txt,18,27,4,0.002017,True
grid_001066.txt,18,27,4,0.001899,True
grid_001068.txt,24,38,6,0.021136,True
grid_001070.txt,12,17,3,0.000844,True
