instance,optimal_fvs,directed_BST_exact_fvs,directed_BST_exact_score,directed_IC_exact_fvs,directed_IC_exact_score,directed_MA_exact_fvs,directed_MA_exact_score,directed_brute_force_fvs,directed_brute_force_score,directed_fvs_check_fvs,directed_fvs_check_score
dag_000000.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000000.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000000.txt,6.0,6.0,100.0,6.0,100.0,6.0,100.0,6.0,100.0,N/A,N/A
er_000000.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
scale_free_000000.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000001.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000001.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
ego_000001.txt,6.0,6.0,100.0,6.0,100.0,6.0,100.0,6.0,100.0,N/A,N/A
er_000001.txt,7.0,7.0,100.0,7.0,100.0,7.0,100.0,7.0,100.0,N/A,N/A
scale_free_000001.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000002.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000002.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000002.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
er_000002.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
scale_free_000002.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000003.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000003.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000003.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
er_000003.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
scale_free_000003.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000004.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000004.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000004.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
er_000004.txt,16.0,N/A,N/A,16.0,100.0,16.0,100.0,N/A,N/A,N/A,N/A
scale_free_000004.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000005.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000005.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
ego_000005.txt,6.0,6.0,100.0,6.0,100.0,6.0,100.0,6.0,100.0,N/A,N/A
er_000005.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
scale_free_000005.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000006.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000006.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000006.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
er_000006.txt,13.0,13.0,100.0,13.0,100.0,13.0,100.0,N/A,N/A,N/A,N/A
scale_free_000006.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
dag_000007.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000007.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000007.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
er_000007.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
scale_free_000007.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000008.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000008.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
ego_000008.txt,11.0,11.0,100.0,11.0,100.0,11.0,100.0,N/A,N/A,N/A,N/A
er_000008.txt,10.0,10.0,100.0,10.0,100.0,10.0,100.0,N/A,N/A,N/A,N/A
scale_free_000008.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000009.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000009.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000009.txt,6.0,6.0,100.0,6.0,100.0,6.0,100.0,6.0,100.0,N/A,N/A
er_000009.txt,11.0,11.0,100.0,11.0,100.0,11.0,100.0,N/A,N/A,N/A,N/A
scale_free_000009.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000010.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000010.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000010.txt,11.0,11.0,100.0,11.0,100.0,11.0,100.0,N/A,N/A,N/A,N/A
er_000010.txt,7.0,7.0,100.0,7.0,100.0,7.0,100.0,7.0,100.0,N/A,N/A
scale_free_000010.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000011.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000011.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
ego_000011.txt,10.0,10.0,100.0,10.0,100.0,10.0,100.0,N/A,N/A,N/A,N/A
er_000011.txt,6.0,6.0,100.0,6.0,100.0,6.0,100.0,6.0,100.0,N/A,N/A
scale_free_000011.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000012.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000012.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
ego_000012.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A
er_000012.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
scale_free_000012.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000013.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000013.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
ego_000013.txt,18.0,18.0,100.0,18.0,100.0,18.0,100.0,N/A,N/A,N/A,N/A
er_000013.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
scale_free_000013.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000014.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000014.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000014.txt,9.0,9.0,100.0,9.0,100.0,9.0,100.0,N/A,N/A,N/A,N/A
er_000014.txt,15.0,N/A,N/A,15.0,100.0,15.0,100.0,N/A,N/A,N/A,N/A
scale_free_000014.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000015.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000015.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
ego_000015.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
er_000015.txt,10.0,10.0,100.0,10.0,100.0,11.0,90.9091,N/A,N/A,N/A,N/A
scale_free_000015.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000016.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000016.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
ego_000016.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A,N/A,N/A
er_000016.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
scale_free_000016.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000017.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000017.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000017.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A,N/A,N/A
er_000017.txt,6.0,6.0,100.0,6.0,100.0,6.0,100.0,6.0,100.0,N/A,N/A
scale_free_000017.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000018.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000018.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
ego_000018.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A,N/A,N/A
er_000018.txt,14.0,N/A,N/A,14.0,100.0,14.0,100.0,N/A,N/A,N/A,N/A
scale_free_000018.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000019.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000019.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
ego_000019.txt,15.0,15.0,100.0,15.0,100.0,15.0,100.0,N/A,N/A,N/A,N/A
er_000019.txt,12.0,N/A,N/A,12.0,100.0,12.0,100.0,N/A,N/A,N/A,N/A
scale_free_000019.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000020.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000020.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
ego_000020.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
er_000020.txt,6.0,6.0,100.0,6.0,100.0,6.0,100.0,6.0,100.0,N/A,N/A
scale_free_000020.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
dag_000021.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000021.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000021.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
er_000021.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A,N/A,N/A
scale_free_000021.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000022.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000022.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000022.txt,10.0,10.0,100.0,10.0,100.0,10.0,100.0,N/A,N/A,N/A,N/A
er_000022.txt,18.0,N/A,N/A,18.0,100.0,18.0,100.0,N/A,N/A,N/A,N/A
scale_free_000022.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000023.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000023.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000023.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
er_000023.txt,11.0,11.0,100.0,11.0,100.0,12.0,91.6667,N/A,N/A,N/A,N/A
scale_free_000023.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000024.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000024.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
ego_000024.txt,13.0,13.0,100.0,13.0,100.0,13.0,100.0,N/A,N/A,N/A,N/A
er_000024.txt,10.0,10.0,100.0,10.0,100.0,10.0,100.0,10.0,100.0,N/A,N/A
scale_free_000024.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000025.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000025.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
ego_000025.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
er_000025.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
scale_free_000025.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000026.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000026.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
ego_000026.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
er_000026.txt,7.0,7.0,100.0,7.0,100.0,7.0,100.0,N/A,N/A,N/A,N/A
scale_free_000026.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000027.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000027.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000027.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
er_000027.txt,11.0,N/A,N/A,11.0,100.0,11.0,100.0,N/A,N/A,N/A,N/A
scale_free_000027.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
dag_000028.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000028.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000028.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
er_000028.txt,14.0,N/A,N/A,14.0,100.0,14.0,100.0,N/A,N/A,N/A,N/A
scale_free_000028.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000029.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000029.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000029.txt,6.0,6.0,100.0,6.0,100.0,6.0,100.0,6.0,100.0,N/A,N/A
er_000029.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
scale_free_000029.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
dag_000030.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000030.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000030.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A,N/A,N/A
er_000030.txt,9.0,9.0,100.0,9.0,100.0,9.0,100.0,9.0,100.0,N/A,N/A
scale_free_000030.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000031.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000031.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
ego_000031.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
er_000031.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
scale_free_000031.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000032.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000032.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000032.txt,6.0,6.0,100.0,6.0,100.0,6.0,100.0,6.0,100.0,N/A,N/A
er_000032.txt,9.0,9.0,100.0,9.0,100.0,9.0,100.0,N/A,N/A,N/A,N/A
scale_free_000032.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000033.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000033.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000033.txt,9.0,9.0,100.0,9.0,100.0,9.0,100.0,N/A,N/A,N/A,N/A
er_000033.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A,N/A,N/A
scale_free_000033.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000034.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000034.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000034.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A,N/A,N/A
er_000034.txt,7.0,7.0,100.0,7.0,100.0,7.0,100.0,7.0,100.0,N/A,N/A
scale_free_000034.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000035.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000035.txt,6.0,6.0,100.0,6.0,100.0,6.0,100.0,N/A,N/A,N/A,N/A
ego_000035.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
er_000035.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
scale_free_000035.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
dag_000036.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000036.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000036.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
er_000036.txt,10.0,10.0,100.0,10.0,100.0,10.0,100.0,N/A,N/A,N/A,N/A
scale_free_000036.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
dag_000037.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000037.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
ego_000037.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A
er_000037.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
scale_free_000037.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000038.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000038.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
ego_000038.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
er_000038.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
scale_free_000038.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
dag_000039.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000039.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000039.txt,21.0,N/A,N/A,21.0,100.0,21.0,100.0,N/A,N/A,N/A,N/A
er_000039.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
scale_free_000039.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000040.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000040.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000040.txt,7.0,7.0,100.0,7.0,100.0,7.0,100.0,7.0,100.0,N/A,N/A
er_000040.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A
scale_free_000040.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000041.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000041.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000041.txt,6.0,6.0,100.0,6.0,100.0,6.0,100.0,6.0,100.0,N/A,N/A
er_000041.txt,10.0,10.0,100.0,10.0,100.0,10.0,100.0,N/A,N/A,N/A,N/A
scale_free_000041.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000042.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000042.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
ego_000042.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
er_000042.txt,7.0,7.0,100.0,7.0,100.0,7.0,100.0,7.0,100.0,N/A,N/A
scale_free_000042.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000043.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000043.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
ego_000043.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
er_000043.txt,13.0,N/A,N/A,13.0,100.0,13.0,100.0,N/A,N/A,N/A,N/A
scale_free_000043.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000044.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000044.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000044.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
er_000044.txt,12.0,N/A,N/A,12.0,100.0,12.0,100.0,N/A,N/A,N/A,N/A
scale_free_000044.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
dag_000045.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000045.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000045.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
er_000045.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
scale_free_000045.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
dag_000046.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000046.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000046.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A
er_000046.txt,17.0,N/A,N/A,17.0,100.0,17.0,100.0,N/A,N/A,N/A,N/A
scale_free_000046.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000047.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000047.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000047.txt,5.0,5.0,100.0,5.0,100.0,5.0,100.0,5.0,100.0,N/A,N/A
er_000047.txt,3.0,3.0,100.0,3.0,100.0,3.0,100.0,3.0,100.0,N/A,N/A
scale_free_000047.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000048.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000048.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000048.txt,10.0,10.0,100.0,10.0,100.0,10.0,100.0,N/A,N/A,N/A,N/A
er_000048.txt,8.0,8.0,100.0,8.0,100.0,8.0,100.0,N/A,N/A,N/A,N/A
scale_free_000048.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000049.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000049.txt,4.0,4.0,100.0,4.0,100.0,4.0,100.0,4.0,100.0,N/A,N/A
ego_000049.txt,10.0,10.0,100.0,10.0,100.0,10.0,100.0,N/A,N/A,N/A,N/A
er_000049.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
scale_free_000049.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
dag_000050.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000050.txt,1.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,N/A,N/A
ego_000050.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
er_000050.txt,16.0,N/A,N/A,16.0,100.0,17.0,94.1176,N/A,N/A,N/A,N/A
scale_free_000050.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
dag_000051.txt,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,N/A,N/A
dgrid_000051.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
ego_000051.txt,2.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,100.0,N/A,N/A
