file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,52,6.849048,True,0.004745,0.0,1024,1024,0,52,6.849048
h_002,1024,3473,40,4.673325,True,0.005847,0.0,1024,1024,0,40,4.673325
h_003,1024,3480,39,5.181562,True,0.00645,0.0,1024,1024,0,39,5.181562
h_004,1024,3624,60,10.888928,True,0.007095,0.0,1024,1024,0,60,10.888928
h_005,843,3995,297,15.020645,True,0.008266,0.0,843,843,0,297,15.020645
h_006,2048,4096,93,15.011269,True,0.009406,0.0,2048,2048,0,93,15.011269
h_007,2048,4096,94,9.137171,True,0.009502,0.0,2048,2048,0,94,9.137171
h_008,1024,5222,31,7.630785,True,0.00812,0.0,1024,1024,0,31,7.630785
h_009,1024,5231,37,6.822998,True,0.00837,0.0,1024,1024,0,37,6.822998
h_010,1024,5471,82,15.012834,True,0.009635,0.0,1024,1024,0,82,15.012834
h_011,1024,5480,87,15.014489,True,0.010734,0.0,1024,1024,0,87,15.014489
h_012,1024,5487,98,15.031102,True,0.012343,0.0,1024,1024,0,98,15.031102
h_013,2048,5216,252,15.027882,True,0.014233,0.0,2048,2048,0,252,15.027882
h_014,2048,5219,246,15.025943,True,0.011711,0.0,2048,2048,0,246,15.025943
h_015,2048,7005,101,15.048055,True,0.031177,0.0,2048,2048,0,101,15.048055
h_016,2048,7307,139,15.030489,True,0.015617,0.0,2048,2048,0,139,15.030489
h_017,1024,9737,257,15.037871,True,0.019251,0.0,1024,1024,0,257,15.037871
h_018,1974,9003,687,15.035435,True,0.022166,0.0,1974,1974,0,687,15.035435
h_019,1024,10284,178,15.037088,True,0.018628,0.0,1024,1024,0,178,15.037088
h_020,1024,10743,289,15.059127,True,0.039309,0.0,1024,1024,0,289,15.059127
h_021,2048,10573,89,15.039593,True,0.020092,0.0,2048,2048,0,89,15.039593
h_022,2048,10584,78,15.037418,True,0.020312,0.0,2048,2048,0,78,15.037418
h_023,2048,11098,214,15.043387,True,0.026689,0.0,2048,2048,0,214,15.043387
h_024,2650,12400,938,15.068996,True,0.050702,0.0,2650,2650,0,938,15.068996
h_025,1024,15102,276,15.051653,True,0.025872,0.0,1024,1024,0,276,15.051653
h_026,2048,14725,185,15.049129,True,0.028244,0.0,2048,2048,0,185,15.049129
h_027,2048,14738,211,15.047285,True,0.028044,0.0,2048,2048,0,211,15.047285
h_028,3588,16698,1345,15.083002,True,0.058928,0.0,3588,3588,0,1345,15.083002
h_029,1024,19861,426,15.067439,True,0.034643,0.0,1024,1024,0,426,15.067439
h_030,2048,18851,280,15.062574,True,0.035777,0.0,2048,2048,0,280,15.062574
h_031,2048,18876,352,15.079604,True,0.056251,0.0,2048,2048,0,352,15.079604
h_032,2048,20942,389,15.067209,True,0.041673,0.0,2048,2048,0,389,15.067209
h_033,6301,20777,261,15.075789,True,0.060984,0.0,6301,6301,0,261,15.075789
h_034,4983,22602,2949,15.101396,True,0.063787,0.0,4983,4983,0,2949,15.101396
h_035,8192,30498,4466,15.096018,True,0.074241,0.0,8192,8192,0,4466,15.096018
h_036,8192,30671,4423,15.121019,True,0.097814,0.0,8192,8192,0,4423,15.121019
h_037,8192,30814,4503,15.099058,True,0.078595,0.0,8192,8192,0,4503,15.099058
h_038,10876,39994,808,15.111311,True,0.081885,0.0,10876,10876,0,808,15.111311
h_039,9473,43691,7867,15.258745,True,0.166395,0.0,9473,9473,0,7867,15.258745
h_040,8192,45091,5492,15.195582,True,0.150605,0.0,8192,8192,0,5492,15.195582
h_041,8192,45139,5582,15.179659,True,0.134369,0.0,8192,8192,0,5582,15.179659
h_042,8192,45262,5568,15.170587,True,0.130256,0.0,8192,8192,0,5568,15.170587
h_043,8192,50901,5375,15.178053,True,0.132064,0.0,8192,8192,0,5375,15.178053
h_044,8192,51806,5286,15.156505,True,0.122396,0.0,8192,8192,0,5286,15.156505
h_045,8192,54189,5915,15.224236,True,0.161223,0.0,8192,8192,0,5915,15.224236
h_046,8192,54350,5793,15.216833,True,0.166795,0.0,8192,8192,0,5793,15.216833
h_047,8192,54807,5809,15.215749,True,0.163277,0.0,8192,8192,0,5809,15.215749
