file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,59,23.000888,True,0.005239,18.962021,1024,1024,0,59,23.000888
h_002,1024,3473,43,8.08646,True,0.008002,6.798665,1024,1024,0,43,8.08646
h_003,1024,3480,44,7.727515,True,0.007336,6.785085,1024,1024,0,44,7.727515
h_004,1024,3624,64,9.831726,True,0.007704,6.866592,1024,1024,0,64,9.831726
h_005,843,3995,320,64.290862,True,0.009808,7.632172,843,843,0,320,64.290862
h_006,2048,4096,106,13.63901,True,0.009918,7.083086,2048,2048,0,106,13.63901
h_007,2048,4096,98,12.79065,True,0.011879,7.175009,2048,2048,0,98,12.79065
h_008,1024,5222,38,8.158374,True,0.01099,7.067341,1024,1024,0,38,8.158374
h_009,1024,5231,43,7.844548,True,0.011672,6.975818,1024,1024,0,43,7.844548
h_010,1024,5471,89,18.182049,True,0.012157,7.324325,1024,1024,0,89,18.182049
h_011,1024,5480,89,17.894768,True,0.010847,7.418749,1024,1024,0,89,17.894768
h_012,1024,5487,89,20.293423,True,0.085335,7.541476,1024,1024,0,89,20.293423
h_013,2048,5216,215,43.172562,True,0.014781,7.884163,2048,2048,0,215,43.172562
h_014,2048,5219,214,44.699397,True,0.01447,7.810341,2048,2048,0,214,44.699397
h_015,2048,7005,85,10.232124,True,0.016625,7.297646,2048,2048,0,85,10.232124
h_016,2048,7307,123,26.49988,True,0.017849,7.606358,2048,2048,0,123,26.49988
h_017,1024,9737,239,68.280199,True,0.021145,8.248817,1024,1024,0,239,68.280199
h_018,1974,9003,715,71.00756,True,0.024934,10.95479,1974,1974,0,715,71.00756
h_019,1024,10284,158,68.213105,True,0.020323,8.181178,1024,1024,0,158,68.213105
h_020,1024,10743,280,68.4044,True,0.023692,8.366512,1024,1024,0,280,68.4044
h_021,2048,10573,93,20.742974,True,0.021795,7.704935,2048,2048,0,93,20.742974
h_022,2048,10584,85,12.781092,True,0.023161,7.65603,2048,2048,0,85,12.781092
h_023,2048,11098,175,68.84373,True,0.027365,8.800686,2048,2048,0,175,68.84373
h_024,2650,12400,1017,75.485189,True,0.110519,15.34563,2650,2650,0,1017,75.485189
h_025,1024,15102,267,68.743767,True,0.031114,8.652654,1024,1024,0,267,68.743767
h_026,2048,14725,177,69.358439,True,0.03658,9.294715,2048,2048,0,177,69.358439
h_027,2048,14738,170,69.01457,True,0.034293,8.953626,2048,2048,0,170,69.01457
h_028,3588,16698,1365,81.683104,True,0.048311,21.59999,3588,3588,0,1365,81.683104
h_029,1024,19861,358,69.832685,True,0.041681,9.733659,1024,1024,0,358,69.832685
h_030,2048,18851,294,70.374153,True,0.043681,10.270149,2048,2048,0,294,70.374153
h_031,2048,18876,332,70.488372,True,0.045284,10.367822,2048,2048,0,332,70.488372
h_032,2048,20942,386,71.048875,True,0.046661,10.932812,2048,2048,0,386,71.048875
h_033,6301,20777,258,69.3111,True,0.118211,9.181084,6301,6301,0,258,69.3111
h_034,4983,22602,1791,95.053853,True,0.072269,34.935941,4983,4983,0,1791,95.053853
h_035,8192,30498,4183,71.59655,True,0.162286,11.370797,8192,8192,0,4183,71.59655
h_036,8192,30671,4116,71.583845,True,0.077932,11.445954,8192,8192,0,4116,71.583845
h_037,8192,30814,4171,72.016164,True,0.160375,11.793621,8192,8192,0,4171,72.016164
h_038,10876,39994,787,78.793756,True,0.090866,18.63878,10876,10876,0,787,78.793756
h_039,9473,43691,6373,120.471641,True,0.232431,60.094806,9473,9473,0,6373,120.471641
h_040,8192,45091,4302,74.555502,True,0.138274,14.31583,8192,8192,0,4302,74.555502
h_041,8192,45139,4391,73.822016,True,0.232017,13.483605,8192,8192,0,4391,73.822016
h_042,8192,45262,4330,73.781558,True,0.127527,13.557405,8192,8192,0,4330,73.781558
h_043,8192,50901,4233,72.332439,True,0.154956,12.082794,8192,8192,0,4233,72.332439
h_044,8192,51806,4376,72.150143,True,0.209144,11.837527,8192,8192,0,4376,72.150143
h_045,8192,54189,4660,90.361443,True,0.147618,30.095787,8192,8192,0,4660,90.361443
h_046,8192,54350,4479,88.318591,True,0.226647,27.977604,8192,8192,0,4479,88.318591
h_047,8192,54807,4613,89.518208,True,0.154529,29.221533,8192,8192,0,4613,89.518208
h_048,8192,54891,4600,90.955472,True,0.255046,30.585557,8192,8192,0,4600,90.955472
h_049,8192,57468,4234,75.093487,True,0.137699,14.831198,8192,8192,0,4234,75.093487
h_050,22687,54705,888,80.900691,True,0.236703,20.597587,22687,22687,0,888,80.900691
h_051,8192,71995,4926,75.791189,True,0.175578,15.460055,8192,8192,0,4926,75.791189
h_052,8192,72700,4926,76.178749,True,0.177632,15.845574,8192,8192,0,4926,76.178749
h_053,8192,73399,5055,76.477762,True,0.263575,16.036397,8192,8192,0,5055,76.477762
h_054,14882,67834,11854,120.602777,True,0.330377,60.103983,14882,14882,0,11854,120.602777
h_055,15268,74339,13555,120.836758,True,0.441608,60.109843,15268,15268,0,13555,120.836758
h_056,8192,82550,4630,79.847373,True,0.194473,19.476041,8192,8192,0,4630,79.847373
h_057,8192,83083,4813,96.373459,True,0.197587,36.005639,8192,8192,0,4813,96.373459
h_058,8192,92304,6413,88.133325,True,0.346642,27.590651,8192,8192,0,6413,88.133325
h_059,7115,103689,577,71.78469,True,0.160385,11.547791,7115,7115,0,577,71.78469
h_060,8192,110532,5171,120.067089,True,0.351998,59.534996,8192,8192,0,5171,120.067089
h_061,8192,112798,5053,118.047047,True,0.242197,57.600639,8192,8192,0,5053,118.047047
h_062,16384,104900,12648,87.975057,True,0.409989,27.145732,16384,16384,0,12648,87.975057
h_063,36682,88328,1499,104.326638,True,0.388796,43.802674,36682,36682,0,1499,104.326638
h_064,23131,107151,20295,120.96614,True,0.531564,60.086361,23131,23131,0,20295,120.96614
h_065,26475,106762,3684,7.252696,True,0.271688,6.926881,26475,26475,0,3684,7.252696
h_066,16384,119886,14108,93.491571,True,0.429308,32.475246,16384,16384,0,14108,93.491571
h_067,8192,138733,7083,115.371449,True,0.359418,54.751217,8192,8192,0,7083,115.371449
h_068,25678,121390,23148,121.239425,True,0.732477,60.086434,25678,25678,0,23148,121.239425
h_069,8192,156904,7569,120.973339,True,0.540375,60.101585,8192,8192,0,7569,120.973339
h_070,8192,168293,7055,121.325385,True,0.545857,60.066312,8192,8192,0,7055,121.325385
h_071,8192,168714,7608,120.823016,True,0.419145,60.060922,8192,8192,0,7608,120.823016
h_072,32078,149020,29001,121.527628,True,0.939165,60.11128,32078,32078,0,29001,121.527628
h_073,16384,166938,13994,110.589229,True,0.445346,49.716355,16384,16384,0,13994,110.589229
h_074,16384,169955,13809,92.452104,True,0.556752,31.102338,16384,16384,0,13809,92.452104
h_075,34978,169522,32612,121.71219,True,1.002778,60.118835,34978,34978,0,32612,121.71219
h_076,36705,170621,33400,121.742369,True,1.004951,60.117658,36705,36705,0,33400,121.742369
h_077,62586,147892,3891,120.850407,True,0.655987,60.096611,62586,62586,0,3891,120.850407
