file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,56,23.3872,True,0.0,0.0,1024,1024,0,56,23.3872
h_002,1024,3473,42,8.18133,True,0.0,0.0,1024,1024,0,42,8.18133
h_003,1024,3480,44,8.46514,True,0.0,0.0,1024,1024,0,44,8.46514
h_004,1024,3624,60,11.75786,True,0.0,0.0,1024,1024,0,60,11.75786
h_005,843,3995,284,66.76971,True,0.0,0.0,843,843,0,284,66.76971
h_006,2048,4096,105,11.79439,True,0.0,0.0,2048,2048,0,105,11.79439
h_007,2048,4096,95,12.51803,True,0.0,0.0,2048,2048,0,95,12.51803
h_008,1024,5222,30,11.91302,True,0.0,0.0,1024,1024,0,30,11.91302
h_009,1024,5231,35,10.3037,True,0.0,0.0,1024,1024,0,35,10.3037
h_010,1024,5471,73,30.57569,True,0.0,0.0,1024,1024,0,73,30.57569
h_011,1024,5480,85,23.59006,True,0.0,0.0,1024,1024,0,85,23.59006
h_012,1024,5487,78,28.90134,True,0.0,0.0,1024,1024,0,78,28.90134
h_013,2048,5216,210,35.37691,True,0.0,0.0,2048,2048,0,210,35.37691
h_014,2048,5219,196,37.8863,True,0.0,0.0,2048,2048,0,196,37.8863
h_015,2048,7005,82,14.78837,True,0.0,0.0,2048,2048,0,82,14.78837
h_016,2048,7307,106,41.84519,True,0.0,0.0,2048,2048,0,106,41.84519
h_017,1024,9737,225,67.21131,True,0.0,0.0,1024,1024,0,225,67.21131
h_018,1974,9003,627,69.10604,True,0.0,0.0,1974,1974,0,627,69.10604
h_019,1024,10284,146,67.00563,True,0.0,0.0,1024,1024,0,146,67.00563
h_020,1024,10743,268,67.37457,True,0.0,0.0,1024,1024,0,268,67.37457
h_021,2048,10573,65,37.05983,True,0.0,0.0,2048,2048,0,65,37.05983
h_022,2048,10584,62,44.94168,True,0.0,0.0,2048,2048,0,62,44.94168
h_023,2048,11098,155,67.93569,True,0.0,0.0,2048,2048,0,155,67.93569
h_024,2650,12400,913,72.01166,True,0.0,0.0,2650,2650,0,913,72.01166
h_025,1024,15102,253,67.84613,True,0.0,0.0,1024,1024,0,253,67.84613
h_026,2048,14725,176,68.06353,True,0.0,0.0,2048,2048,0,176,68.06353
h_027,2048,14738,171,68.37066,True,0.0,0.0,2048,2048,0,171,68.37066
h_028,3588,16698,1208,76.05595,True,0.0,0.0,3588,3588,0,1208,76.05595
h_029,1024,19861,353,69.23509,True,0.0,0.0,1024,1024,0,353,69.23509
h_030,2048,18851,280,70.23763,True,0.0,0.0,2048,2048,0,280,70.23763
h_031,2048,18876,303,70.24051,True,0.0,0.0,2048,2048,0,303,70.24051
h_032,2048,20942,351,69.73067,True,0.0,0.0,2048,2048,0,351,69.73067
h_033,6301,20777,304,68.14863,True,0.0,0.0,6301,6301,0,304,68.14863
h_034,4983,22602,1564,84.45839,True,0.0,0.0,4983,4983,0,1564,84.45839
h_035,8192,30498,4183,70.95953,True,0.0,0.0,8192,8192,0,4183,70.95953
h_036,8192,30671,4153,68.7557,True,0.0,0.0,8192,8192,0,4153,68.7557
h_037,8192,30814,4184,69.02803,True,0.0,0.0,8192,8192,0,4184,69.02803
h_038,10876,39994,800,74.75997,True,0.0,0.0,10876,10876,0,800,74.75997
h_039,9473,43691,6609,120.44728,True,0.0,0.0,9473,9473,0,6609,120.44728
h_040,8192,45091,4361,69.72747,True,0.0,0.0,8192,8192,0,4361,69.72747
h_041,8192,45139,4395,70.61511,True,0.0,0.0,8192,8192,0,4395,70.61511
h_042,8192,45262,4349,69.54074,True,0.0,0.0,8192,8192,0,4349,69.54074
h_043,8192,50901,4301,69.78035,True,0.0,0.0,8192,8192,0,4301,69.78035
h_044,8192,51806,4430,69.61757,True,0.0,0.0,8192,8192,0,4430,69.61757
h_045,8192,54189,4771,82.70116,True,0.0,0.0,8192,8192,0,4771,82.70116
h_046,8192,54350,4621,79.62619,True,0.0,0.0,8192,8192,0,4621,79.62619
h_047,8192,54807,4664,80.47612,True,0.0,0.0,8192,8192,0,4664,80.47612
h_048,8192,54891,4644,81.71462,True,0.0,0.0,8192,8192,0,4644,81.71462
h_049,8192,57468,4273,71.49896,True,0.0,0.0,8192,8192,0,4273,71.49896
h_050,22687,54705,845,75.62538,True,0.0,0.0,22687,22687,0,845,75.62538
h_051,8192,71995,5048,71.03033,True,0.0,0.0,8192,8192,0,5048,71.03033
h_052,8192,72700,5123,72.02335,True,0.0,0.0,8192,8192,0,5123,72.02335
h_053,8192,73399,5143,72.03189,True,0.0,0.0,8192,8192,0,5143,72.03189
h_054,14882,67834,12005,120.67518,True,0.0,0.0,14882,14882,0,12005,120.67518
h_055,15268,74339,13667,120.73707,True,0.0,0.0,15268,15268,0,13667,120.73707
h_056,8192,82550,4786,74.51527,True,0.0,0.0,8192,8192,0,4786,74.51527
h_057,8192,83083,4836,89.60759,True,0.0,0.0,8192,8192,0,4836,89.60759
h_058,8192,92304,6410,79.17433,True,0.0,0.0,8192,8192,0,6410,79.17433
h_059,7115,103689,583,70.32568,True,0.0,0.0,7115,7115,0,583,70.32568
h_060,8192,110532,5211,105.29941,True,0.0,0.0,8192,8192,0,5211,105.29941
h_061,8192,112798,5759,111.6704,True,0.0,0.0,8192,8192,0,5759,111.6704
h_062,16384,104900,12653,90.59067,True,0.0,0.0,16384,16384,0,12653,90.59067
h_063,36682,88328,1411,92.39089,True,0.0,0.0,36682,36682,0,1411,92.39089
h_064,23131,107151,20413,121.15939,True,0.0,0.0,23131,23131,0,20413,121.15939
h_065,26475,106762,3683,7.04634,True,0.0,0.0,26475,26475,0,3683,7.04634
h_066,16384,119886,13923,81.20216,True,0.0,0.0,16384,16384,0,13923,81.20216
h_067,8192,138733,7117,101.41282,True,0.0,0.0,8192,8192,0,7117,101.41282
h_068,25678,121390,23219,121.55882,True,0.0,0.0,25678,25678,0,23219,121.55882
h_069,8192,156904,7596,120.81147,True,0.0,0.0,8192,8192,0,7596,120.81147
h_070,8192,168293,7102,121.32522,True,0.0,0.0,8192,8192,0,7102,121.32522
h_071,8192,168714,7623,112.49057,True,0.0,0.0,8192,8192,0,7623,112.49057
h_072,32078,149020,29088,121.66915,True,0.0,0.0,32078,32078,0,29088,121.66915
h_073,16384,166938,13858,92.12796,True,0.0,0.0,16384,16384,0,13858,92.12796
h_074,16384,169955,13875,81.62932,True,0.0,0.0,16384,16384,0,13875,81.62932
h_075,34978,169522,32693,121.93291,True,0.0,0.0,34978,34978,0,32693,121.93291
h_076,36705,170621,33561,122.08401,True,0.0,0.0,36705,36705,0,33561,122.08401
h_077,62586,147892,4286,121.21332,True,0.0,0.0,62586,62586,0,4286,121.21332
h_078,8192,204075,7660,99.5744,True,0.0,0.0,8192,8192,0,7660,99.5744
h_079,16384,216334,15106,99.82358,True,0.0,0.0,16384,16384,0,15106,99.82358
h_080,24818,227991,2755,7.11651,True,0.0,0.0,24818,24818,0,2755,7.11651
h_081,32768,224254,31411,121.51501,True,0.0,0.0,32768,32768,0,31411,121.51501
h_082,48665,222764,44243,122.40316,True,0.0,0.0,48665,48665,0,44243,122.40316
h_083,32768,256256,30737,121.40562,True,0.0,0.0,32768,32768,0,30737,121.40562
h_084,16384,273584,14662,121.40541,True,0.0,0.0,16384,16384,0,14662,121.40541
h_085,16384,283794,15895,121.44817,True,0.0,0.0,16384,16384,0,15895,121.44817
h_086,8192,295951,7871,121.66691,True,0.0,0.0,8192,8192,0,7871,121.66691
h_087,58960,269439,53388,122.82326,True,0.0,0.0,58960,58960,0,53388,122.82326
h_088,60892,286474,56229,123.26681,True,0.0,0.0,60892,60892,0,56229,123.26681
h_089,8192,358201,7985,121.94166,True,0.0,0.0,8192,8192,0,7985,121.94166
