file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,52,31.306708,True,0.006169,22.004221,1024,1024,0,52,31.306708
h_002,1024,3473,40,13.116809,True,0.006666,7.703171,1024,1024,0,40,13.116809
h_003,1024,3480,39,13.612566,True,0.00652,7.750223,1024,1024,0,39,13.612566
h_004,1024,3624,60,20.480982,True,0.009361,7.872611,1024,1024,0,60,20.480982
h_005,843,3995,288,68.617986,True,0.010016,8.602434,843,843,0,288,68.617986
h_006,2048,4096,93,25.754442,True,0.01152,7.667632,2048,2048,0,93,25.754442
h_007,2048,4096,94,18.052151,True,0.010887,7.413955,2048,2048,0,94,18.052151
h_008,1024,5222,31,16.712197,True,0.010423,7.832635,1024,1024,0,31,16.712197
h_009,1024,5231,37,15.726322,True,0.009944,7.778191,1024,1024,0,37,15.726322
h_010,1024,5471,73,35.578216,True,0.127508,7.848678,1024,1024,0,73,35.578216
h_011,1024,5480,81,42.69541,True,0.012409,8.469507,1024,1024,0,81,42.69541
h_012,1024,5487,78,50.684908,True,0.012288,7.833934,1024,1024,0,78,50.684908
h_013,2048,5216,212,68.612448,True,0.015657,8.590736,2048,2048,0,212,68.612448
h_014,2048,5219,202,67.944526,True,0.016884,7.9226,2048,2048,0,202,67.944526
h_015,2048,7005,77,35.944951,True,0.016045,7.673744,2048,2048,0,77,35.944951
h_016,2048,7307,112,55.997108,True,0.01908,8.467269,2048,2048,0,112,55.997108
h_017,1024,9737,257,68.632503,True,0.019571,8.563985,1024,1024,0,257,68.632503
h_018,1974,9003,650,71.182601,True,0.027019,11.125591,1974,1974,0,650,71.182601
h_019,1024,10284,178,68.990422,True,0.0223,8.915485,1024,1024,0,178,68.990422
h_020,1024,10743,289,68.658721,True,0.022412,8.579669,1024,1024,0,289,68.658721
h_021,2048,10573,71,51.611207,True,0.027832,8.61122,2048,2048,0,71,51.611207
h_022,2048,10584,61,53.224095,True,0.023323,8.648526,2048,2048,0,61,53.224095
h_023,2048,11098,214,69.636945,True,0.03199,9.561664,2048,2048,0,214,69.636945
h_024,2650,12400,937,75.576757,True,0.166892,15.37642,2650,2650,0,937,75.576757
h_025,1024,15102,276,69.382872,True,0.034763,9.288719,1024,1024,0,276,69.382872
h_026,2048,14725,185,69.529134,True,0.042103,9.445255,2048,2048,0,185,69.529134
h_027,2048,14738,211,69.483187,True,0.034904,9.401308,2048,2048,0,211,69.483187
h_028,3588,16698,1315,81.358793,True,0.056412,21.254588,3588,3588,0,1315,81.358793
h_029,1024,19861,369,70.129866,True,0.052004,10.003304,1024,1024,0,369,70.129866
h_030,2048,18851,280,70.494712,True,0.050528,10.392936,2048,2048,0,280,70.494712
h_031,2048,18876,344,70.70257,True,0.045166,10.607557,2048,2048,0,344,70.70257
h_032,2048,20942,389,72.02692,True,0.193625,11.767249,2048,2048,0,389,72.02692
h_033,6301,20777,261,70.085795,True,0.055597,9.991516,6301,6301,0,261,70.085795
h_034,4983,22602,1659,93.581973,True,0.097935,33.420887,4983,4983,0,1659,93.581973
h_035,8192,30498,4222,73.861491,True,0.303331,13.488251,8192,8192,0,4222,73.861491
h_036,8192,30671,4178,72.500264,True,0.096051,12.355415,8192,8192,0,4178,72.500264
h_037,8192,30814,4195,73.37696,True,0.110098,13.216248,8192,8192,0,4195,73.37696
h_038,10876,39994,808,78.784373,True,0.25952,18.47743,10876,10876,0,808,78.784373
h_039,9473,43691,6917,120.625809,True,0.342581,60.117059,9473,9473,0,6917,120.625809
h_040,8192,45091,4580,75.172574,True,0.1537,14.946732,8192,8192,0,4580,75.172574
h_041,8192,45139,4690,74.424106,True,0.135551,14.215659,8192,8192,0,4690,74.424106
h_042,8192,45262,4630,74.912456,True,0.310798,14.526511,8192,8192,0,4630,74.912456
h_043,8192,50901,4556,73.596249,True,0.13903,13.396094,8192,8192,0,4556,73.596249
h_044,8192,51806,4468,72.977682,True,0.249977,12.670246,8192,8192,0,4468,72.977682
h_045,8192,54189,5086,90.043699,True,0.193976,29.736363,8192,8192,0,5086,90.043699
h_046,8192,54350,5010,87.999223,True,0.320251,27.577139,8192,8192,0,5010,87.999223
h_047,8192,54807,5014,87.779761,True,0.165855,27.490898,8192,8192,0,5014,87.779761
h_048,8192,54891,5050,89.628355,True,0.390169,29.141731,8192,8192,0,5050,89.628355
h_049,8192,57468,4501,76.045344,True,0.145597,15.841347,8192,8192,0,4501,76.045344
h_050,22687,54705,891,79.87205,True,0.275614,19.559127,22687,22687,0,891,79.87205
