file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,55,22.702038,True,0.005231,18.522116,1024,1024,0,55,22.702038
h_002,1024,3473,37,10.102852,True,0.008702,6.74203,1024,1024,0,37,10.102852
h_003,1024,3480,44,7.844274,True,0.00704,6.740021,1024,1024,0,44,7.844274
h_004,1024,3624,61,14.492688,True,0.00754,6.885668,1024,1024,0,61,14.492688
h_005,843,3995,319,67.524474,True,0.009199,7.508229,843,843,0,319,67.524474
h_006,2048,4096,100,16.04763,True,0.010922,6.998486,2048,2048,0,100,16.04763
h_007,2048,4096,95,15.143564,True,0.011286,7.02168,2048,2048,0,95,15.143564
h_008,1024,5222,32,9.644674,True,0.010261,6.862409,1024,1024,0,32,9.644674
h_009,1024,5231,34,10.619648,True,0.009828,6.812474,1024,1024,0,34,10.619648
h_010,1024,5471,71,36.835688,True,0.011224,7.219419,1024,1024,0,71,36.835688
h_011,1024,5480,85,23.192119,True,0.011304,7.191706,1024,1024,0,85,23.192119
h_012,1024,5487,79,36.15128,True,0.012739,7.469383,1024,1024,0,79,36.15128
h_013,2048,5216,215,44.77068,True,0.015782,7.777533,2048,2048,0,215,44.77068
h_014,2048,5219,206,51.534505,True,0.01377,7.672961,2048,2048,0,206,51.534505
h_015,2048,7005,77,24.658649,True,0.014573,7.274488,2048,2048,0,77,24.658649
h_016,2048,7307,110,50.068341,True,0.017027,7.744184,2048,2048,0,110,50.068341
h_017,1024,9737,243,68.121272,True,0.021208,8.087477,1024,1024,0,243,68.121272
h_018,1974,9003,710,70.725887,True,0.024072,10.672911,1974,1974,0,710,70.725887
h_019,1024,10284,152,68.095917,True,0.020059,8.064921,1024,1024,0,152,68.095917
h_020,1024,10743,283,68.39041,True,0.022369,8.318735,1024,1024,0,283,68.39041
h_021,2048,10573,68,48.988046,True,0.022472,7.783546,2048,2048,0,68,48.988046
h_022,2048,10584,63,29.691988,True,0.021028,7.520254,2048,2048,0,63,29.691988
h_023,2048,11098,205,68.707213,True,0.027123,8.637898,2048,2048,0,205,68.707213
h_024,2650,12400,1022,75.68252,True,0.10828,15.542478,2650,2650,0,1022,75.68252
h_025,1024,15102,266,68.784814,True,0.029543,8.695586,1024,1024,0,266,68.784814
h_026,2048,14725,191,69.02176,True,0.030808,8.940044,2048,2048,0,191,69.02176
h_027,2048,14738,190,69.008906,True,0.033438,8.925434,2048,2048,0,190,69.008906
h_028,3588,16698,1373,81.327666,True,0.046897,21.246795,3588,3588,0,1373,81.327666
h_029,1024,19861,361,69.31255,True,0.03893,9.214781,1024,1024,0,361,69.31255
h_030,2048,18851,282,70.336698,True,0.039778,10.24757,2048,2048,0,282,70.336698
h_031,2048,18876,325,70.458193,True,0.040219,10.368411,2048,2048,0,325,70.458193
h_032,2048,20942,367,71.12271,True,0.046586,11.024876,2048,2048,0,367,71.12271
h_033,6301,20777,277,69.28051,True,0.120933,9.117995,6301,6301,0,277,69.28051
h_034,4983,22602,1804,94.876607,True,0.071692,34.748698,4983,4983,0,1804,94.876607
h_035,8192,30498,4167,72.989872,True,0.288783,12.631517,8192,8192,0,4167,72.989872
h_036,8192,30671,4110,72.169639,True,0.082036,12.02442,8192,8192,0,4110,72.169639
h_037,8192,30814,4171,72.354983,True,0.091405,12.205542,8192,8192,0,4171,72.354983
h_038,10876,39994,818,79.025661,True,0.197516,18.780302,10876,10876,0,818,79.025661
h_039,9473,43691,6257,120.428847,True,0.241307,60.095677,9473,9473,0,6257,120.428847
h_040,8192,45091,4298,74.098392,True,0.126233,13.865266,8192,8192,0,4298,74.098392
h_041,8192,45139,4369,73.955239,True,0.133339,13.71708,8192,8192,0,4369,73.955239
h_042,8192,45262,4332,75.368552,True,0.137251,15.133507,8192,8192,0,4332,75.368552
h_043,8192,50901,4240,72.643661,True,0.240144,12.299798,8192,8192,0,4240,72.643661
h_044,8192,51806,4354,72.704902,True,0.116062,12.488393,8192,8192,0,4354,72.704902
h_045,8192,54189,4588,91.044252,True,0.171214,30.749617,8192,8192,0,4588,91.044252
h_046,8192,54350,4521,88.264657,True,0.263863,27.866096,8192,8192,0,4521,88.264657
h_047,8192,54807,4630,90.46173,True,0.163569,30.166469,8192,8192,0,4630,90.46173
h_048,8192,54891,4585,90.761884,True,0.260356,30.386768,8192,8192,0,4585,90.761884
h_049,8192,57468,4228,75.315638,True,0.142271,15.058782,8192,8192,0,4228,75.315638
h_050,22687,54705,858,80.798314,True,0.254176,20.497816,22687,22687,0,858,80.798314
h_051,8192,71995,4957,75.525208,True,0.167345,15.210187,8192,8192,0,4957,75.525208
h_052,8192,72700,4921,75.910997,True,0.16116,15.580565,8192,8192,0,4921,75.910997
h_053,8192,73399,5068,76.297278,True,0.252828,15.86959,8192,8192,0,5068,76.297278
h_054,14882,67834,11766,120.607468,True,0.347565,60.102055,14882,14882,0,11766,120.607468
h_055,15268,74339,13440,120.581733,True,0.292756,60.100133,15268,15268,0,13440,120.581733
h_056,8192,82550,4630,79.242505,True,0.303941,18.786562,8192,8192,0,4630,79.242505
h_057,8192,83083,4778,95.835475,True,0.173803,35.496768,8192,8192,0,4778,95.835475
h_058,8192,92304,6350,87.838163,True,0.317245,27.336986,8192,8192,0,6350,87.838163
h_059,7115,103689,583,71.498167,True,0.138287,11.271399,7115,7115,0,583,71.498167
h_060,8192,110532,5349,119.382131,True,0.377511,58.842892,8192,8192,0,5349,119.382131
h_061,8192,112798,5360,117.451909,True,0.225492,57.052539,8192,8192,0,5360,117.451909
h_062,16384,104900,12622,87.784752,True,0.410657,26.983281,16384,16384,0,12622,87.784752
h_063,36682,88328,1448,103.220629,True,0.368851,42.796285,36682,36682,0,1448,103.220629
h_064,23131,107151,20246,120.88313,True,0.527384,60.05858,23131,23131,0,20246,120.88313
h_065,26475,106762,3684,7.190944,True,0.277041,6.85963,26475,26475,0,3684,7.190944
h_066,16384,119886,14007,92.517425,True,0.425492,31.558374,16384,16384,0,14007,92.517425
h_067,8192,138733,7198,113.940615,True,0.322175,53.396739,8192,8192,0,7198,113.940615
h_068,25678,121390,23118,121.072823,True,0.632216,60.111159,25678,25678,0,23118,121.072823
h_069,8192,156904,7574,120.929576,True,0.534022,60.051898,8192,8192,0,7574,120.929576
h_070,8192,168293,7050,121.159342,True,0.428126,60.105008,8192,8192,0,7050,121.159342
h_071,8192,168714,7605,120.941622,True,0.541754,60.109488,8192,8192,0,7605,120.941622
h_072,32078,149020,28985,121.506057,True,0.899354,60.11468,32078,32078,0,28985,121.506057
h_073,16384,166938,13999,109.519212,True,0.445028,48.741284,16384,16384,0,13999,109.519212
h_074,16384,169955,13961,92.463434,True,0.562334,31.12339,16384,16384,0,13961,92.463434
h_075,34978,169522,32610,121.674042,True,1.000077,60.118398,34978,34978,0,32610,121.674042
h_076,36705,170621,33404,121.756157,True,1.078993,60.095688,36705,36705,0,33404,121.756157
h_077,62586,147892,3891,120.865805,True,0.669466,60.097479,62586,62586,0,3891,120.865805
h_078,8192,204075,7680,111.537057,True,0.610091,50.501231,8192,8192,0,7680,111.537057
h_079,16384,216334,15156,120.971653,True,0.762523,59.746034,16384,16384,0,15156,120.971653
h_080,24818,227991,2755,7.292053,True,0.417135,6.872311,24818,24818,0,2755,7.292053
h_081,32768,224254,31401,121.52039,True,1.012218,60.10273,32768,32768,0,31401,121.52039
h_082,48665,222764,44173,123.03697,True,1.345449,60.167415,48665,48665,0,44173,123.03697
h_083,32768,256256,30748,121.524452,True,1.061153,60.108719,32768,32768,0,30748,121.524452
h_084,16384,273584,14645,121.148957,True,0.670849,60.069117,16384,16384,0,14645,121.148957
h_085,16384,283794,15864,121.673426,True,1.082097,60.119241,16384,16384,0,15864,121.673426
h_086,8192,295951,7857,121.454565,True,0.69987,60.09943,8192,8192,0,7857,121.454565
h_087,58960,269439,53336,122.622791,True,1.623604,60.11432,58960,58960,0,53336,122.622791
h_088,60892,286474,56181,123.106969,True,1.956948,60.108934,60892,60892,0,56181,123.106969
h_089,8192,358201,7970,121.545319,True,0.719588,60.109187,8192,8192,0,7970,121.545319
h_090,16384,353824,15719,121.798301,True,1.133374,60.053633,16384,16384,0,15719,121.798301
