file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time
h_148,432535,2038645,398846,91.373607,False,21.174391,0.0
h_149,131072,2340382,130375,76.552147,True,12.218365,0.0
h_150,65536,2456589,65469,75.266642,True,10.28414,0.0
h_151,65536,2457973,65471,76.368614,True,11.1125,0.0
h_152,65536,2458355,65480,76.460371,True,11.120592,0.0
h_153,32768,2554765,32727,75.671242,True,10.12176,0.0
h_154,32768,2556720,32726,75.648121,True,9.697489,0.0
h_155,131072,2459701,130798,77.421395,True,12.56793,0.0
h_156,32768,2558829,32719,75.886862,True,10.259052,0.0
h_157,281903,2312497,130359,99.217724,True,37.329494,0.0
h_158,32768,2614043,32617,78.603839,True,11.605845,0.0
h_159,32768,2621362,32563,79.505468,True,12.114347,0.0
h_160,65536,2593066,65486,75.922745,True,10.661724,0.0
h_161,32768,2684883,32284,96.301124,True,12.788712,0.0
h_162,131072,2587747,131017,75.9209,True,11.071985,0.0
h_163,32768,2696696,32735,76.922833,True,10.118215,0.0
h_164,131072,2620644,130670,78.316546,True,13.2188,0.0
h_165,131072,2622100,130892,79.696255,True,14.404842,0.0
h_166,65536,2728370,65492,76.912192,True,11.357,0.0
h_167,65536,2731506,65494,75.808775,True,10.595379,0.0
h_168,32768,2794794,32674,80.830918,True,12.796364,0.0
h_169,32768,2808603,32627,82.961148,True,15.091921,0.0
h_170,32768,2838628,32734,78.037688,True,11.77231,0.0
h_171,131072,2741624,130253,78.628113,True,13.318849,0.0
h_172,32768,2840800,32730,78.544199,True,11.262484,0.0
h_173,32768,2843144,32731,76.930803,True,10.843749,0.0
h_174,131072,2754294,130202,78.996508,True,13.063958,0.0
h_175,131072,2757784,130849,79.356335,True,14.199406,0.0
h_176,131072,2777076,130791,79.157033,True,14.330292,0.0
h_177,131072,2784435,130846,80.684109,True,15.439059,0.0
h_178,131072,2785982,130983,81.77937,True,15.92603,0.0
h_179,131072,2921009,130697,81.119319,True,15.043322,0.0
h_180,131072,2949960,131025,81.631408,True,16.245388,0.0
h_181,131072,2950732,131004,83.379509,True,17.129577,0.0
h_182,131072,2951641,131010,83.308715,True,17.65689,0.0
h_183,131072,3115621,131007,81.055971,True,15.485597,0.0
h_184,32768,3221596,32458,105.259072,True,15.309244,0.0
h_185,32768,3222505,32409,103.040012,True,16.044744,0.0
h_186,566326,2770690,301998,103.649727,False,29.59547,0.0
h_187,131072,3225441,131008,80.935297,True,14.637096,0.0
h_188,262144,3100200,261973,83.953075,True,18.360758,0.0
h_189,262144,3100310,262044,83.855094,True,19.174625,0.0
h_190,131072,3244452,131036,81.284698,True,15.380024,0.0
h_191,131072,3275806,131031,80.605713,True,13.988671,0.0
h_192,32768,3726392,32748,85.606254,True,15.20606,0.0
h_193,32768,3734348,32745,88.549456,True,17.951363,0.0
h_194,4096,4194304,4088,118.992073,True,16.906491,0.0
h_195,4096,4194304,4088,119.112899,True,15.695694,0.0
h_196,8192,4194304,8186,121.88647,True,17.647333,0.0
h_197,8192,4194304,8181,123.82342,True,18.871562,0.0
h_198,962897,4419758,143545,130.491162,False,49.146483,0.0
h_199,875713,5105039,250404,88.865622,True,24.614395,0.0
h_200,2394385,5021410,18269,21.2227,True,20.312381,0.0
