file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,56,17.15941,True,0.0,0.0,1024,1024,0,56,17.15941
h_002,1024,3473,42,5.76671,True,0.0,0.0,1024,1024,0,42,5.76671
h_003,1024,3480,43,5.28408,True,0.0,0.0,1024,1024,0,43,5.28408
h_004,1024,3624,63,7.67339,True,0.0,0.0,1024,1024,0,63,7.67339
h_005,843,3995,285,35.23102,True,0.0,0.0,843,843,0,285,35.23102
h_006,2048,4096,105,7.7187,True,0.0,0.0,2048,2048,0,105,7.7187
h_007,2048,4096,96,8.03647,True,0.0,0.0,2048,2048,0,96,8.03647
h_008,1024,5222,37,6.11927,True,0.0,0.0,1024,1024,0,37,6.11927
h_009,1024,5231,43,5.76396,True,0.0,0.0,1024,1024,0,43,5.76396
h_010,1024,5471,80,12.88156,True,0.0,0.0,1024,1024,0,80,12.88156
h_011,1024,5480,86,11.78518,True,0.0,0.0,1024,1024,0,86,11.78518
h_012,1024,5487,86,12.73422,True,0.0,0.0,1024,1024,0,86,12.73422
h_013,2048,5216,210,25.21733,True,0.0,0.0,2048,2048,0,210,25.21733
h_014,2048,5219,204,23.41466,True,0.0,0.0,2048,2048,0,204,23.41466
h_015,2048,7005,85,6.90205,True,0.0,0.0,2048,2048,0,85,6.90205
h_016,2048,7307,121,17.73576,True,0.0,0.0,2048,2048,0,121,17.73576
h_017,1024,9737,236,35.33579,True,0.0,0.0,1024,1024,0,236,35.33579
h_018,1974,9003,638,37.03044,True,0.0,0.0,1974,1974,0,638,37.03044
h_019,1024,10284,145,35.70672,True,0.0,0.0,1024,1024,0,145,35.70672
h_020,1024,10743,262,35.73892,True,0.0,0.0,1024,1024,0,262,35.73892
h_021,2048,10573,83,10.11885,True,0.0,0.0,2048,2048,0,83,10.11885
h_022,2048,10584,80,8.9472,True,0.0,0.0,2048,2048,0,80,8.9472
