file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,52,10.459941,True,0.005134,0.0,1024,1024,0,52,10.459941
h_002,1024,3473,38,11.988094,True,0.007566,0.0,1024,1024,0,38,11.988094
h_003,1024,3480,39,11.852558,True,0.006629,0.0,1024,1024,0,39,11.852558
h_004,1024,3624,60,14.956743,True,0.007222,0.0,1024,1024,0,60,14.956743
h_005,843,3995,297,15.27359,True,0.010118,0.0,843,843,0,297,15.27359
h_006,2048,4096,93,15.126866,True,0.009554,0.0,2048,2048,0,93,15.126866
h_007,2048,4096,94,14.959002,True,0.010095,0.0,2048,2048,0,94,14.959002
h_008,1024,5222,31,14.462647,True,0.008711,0.0,1024,1024,0,31,14.462647
h_009,1024,5231,37,14.59223,True,0.009424,0.0,1024,1024,0,37,14.59223
h_010,1024,5471,97,15.148661,True,0.023122,0.0,1024,1024,0,97,15.148661
h_011,1024,5480,103,15.150377,True,0.010377,0.0,1024,1024,0,103,15.150377
h_012,1024,5487,98,15.146258,True,0.011475,0.0,1024,1024,0,98,15.146258
h_013,2048,5216,252,15.377052,True,0.013055,0.0,2048,2048,0,252,15.377052
h_014,2048,5219,246,15.382815,True,0.025346,0.0,2048,2048,0,246,15.382815
h_015,2048,7005,101,15.208215,True,0.013954,0.0,2048,2048,0,101,15.208215
h_016,2048,7307,139,15.274999,True,0.015821,0.0,2048,2048,0,139,15.274999
h_017,1024,9737,257,15.474943,True,0.02002,0.0,1024,1024,0,257,15.474943
h_018,1974,9003,687,16.396512,True,0.023345,0.0,1974,1974,0,687,16.396512
h_019,1024,10284,178,15.394813,True,0.031952,0.0,1024,1024,0,178,15.394813
h_020,1024,10743,289,15.582814,True,0.020755,0.0,1024,1024,0,289,15.582814
h_021,2048,10573,89,15.242806,True,0.021057,0.0,2048,2048,0,89,15.242806
h_022,2048,10584,78,15.224664,True,0.020081,0.0,2048,2048,0,78,15.224664
h_023,2048,11098,214,15.541087,True,0.035434,0.0,2048,2048,0,214,15.541087
h_024,2650,12400,938,17.062995,True,0.040831,0.0,2650,2650,0,938,17.062995
h_025,1024,15102,276,15.746048,True,0.027618,0.0,1024,1024,0,276,15.746048
h_026,2048,14725,185,15.608034,True,0.040451,0.0,2048,2048,0,185,15.608034
h_027,2048,14738,211,15.724079,True,0.027404,0.0,2048,2048,0,211,15.724079
h_028,3588,16698,1317,17.079546,True,0.040999,0.0,3588,3588,0,1317,17.079546
h_029,1024,19861,426,16.256547,True,0.035076,0.0,1024,1024,0,426,16.256547
h_030,2048,18851,280,16.07647,True,0.046617,0.0,2048,2048,0,280,16.07647
h_031,2048,18876,353,16.291704,True,0.03668,0.0,2048,2048,0,353,16.291704
h_032,2048,20942,389,16.568358,True,0.041773,0.0,2048,2048,0,389,16.568358
h_033,6301,20777,261,16.513824,True,0.038101,0.0,6301,6301,0,261,16.513824
h_034,4983,22602,2408,17.100219,True,0.062504,0.0,4983,4983,0,2408,17.100219
h_035,8192,30498,4446,17.113933,True,0.072116,0.0,8192,8192,0,4446,17.113933
h_036,8192,30671,4416,17.098605,True,0.070799,0.0,8192,8192,0,4416,17.098605
h_037,8192,30814,4486,17.102132,True,0.072076,0.0,8192,8192,0,4486,17.102132
h_038,10876,39994,808,17.155205,True,0.102009,0.0,10876,10876,0,808,17.155205
h_039,9473,43691,7395,17.212515,True,0.13385,0.0,9473,9473,0,7395,17.212515
h_040,8192,45091,5354,17.148416,True,0.102987,0.0,8192,8192,0,5354,17.148416
h_041,8192,45139,5431,17.174365,True,0.119687,0.0,8192,8192,0,5431,17.174365
h_042,8192,45262,5427,17.186205,True,0.121755,0.0,8192,8192,0,5427,17.186205
h_043,8192,50901,5269,17.177263,True,0.124577,0.0,8192,8192,0,5269,17.177263
h_044,8192,51806,5193,17.143816,True,0.096544,0.0,8192,8192,0,5193,17.143816
h_045,8192,54189,5737,17.227077,True,0.153279,0.0,8192,8192,0,5737,17.227077
h_046,8192,54350,5612,17.221401,True,0.143978,0.0,8192,8192,0,5612,17.221401
h_047,8192,54807,5637,17.217009,True,0.133472,0.0,8192,8192,0,5637,17.217009
h_048,8192,54891,5718,17.219518,True,0.151911,0.0,8192,8192,0,5718,17.219518
h_049,8192,57468,5300,17.167601,True,0.112485,0.0,8192,8192,0,5300,17.167601
h_050,22687,54705,891,17.185931,True,0.137947,0.0,22687,22687,0,891,17.185931
h_051,8192,71995,5983,17.272817,True,0.173572,0.0,8192,8192,0,5983,17.272817
h_052,8192,72700,6016,17.252193,True,0.173598,0.0,8192,8192,0,6016,17.252193
h_053,8192,73399,6152,17.268135,True,0.178248,0.0,8192,8192,0,6152,17.268135
h_054,14882,67834,12523,17.382649,True,0.241747,0.0,14882,14882,0,12523,17.382649
h_055,15268,74339,14096,17.384182,True,0.256991,0.0,15268,15268,0,14096,17.384182
h_056,8192,82550,5715,17.242964,True,0.169436,0.0,8192,8192,0,5715,17.242964
