file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,52,19.632496,True,0.004323,14.671546,1024,1024,0,52,19.632496
h_002,1024,3473,40,7.673142,True,0.004607,4.859932,1024,1024,0,40,7.673142
h_003,1024,3480,39,7.422264,True,0.004461,4.958198,1024,1024,0,39,7.422264
h_004,1024,3624,60,11.866826,True,0.005118,4.808634,1024,1024,0,60,11.866826
h_005,843,3995,288,49.865985,True,0.006185,5.177172,843,843,0,288,49.865985
h_006,2048,4096,93,14.94099,True,0.007642,4.849863,2048,2048,0,93,14.94099
h_007,2048,4096,94,10.708358,True,0.00691,4.872074,2048,2048,0,94,10.708358
h_008,1024,5222,31,9.94271,True,0.006631,4.880956,1024,1024,0,31,9.94271
h_009,1024,5231,35,9.254347,True,0.007122,4.839049,1024,1024,0,35,9.254347
h_010,1024,5471,73,21.487635,True,0.007339,5.068284,1024,1024,0,73,21.487635
h_011,1024,5480,81,25.622236,True,0.006956,5.073757,1024,1024,0,81,25.622236
h_012,1024,5487,78,30.9934,True,0.007512,5.128858,1024,1024,0,78,30.9934
h_013,2048,5216,212,49.032258,True,0.076704,5.269042,2048,2048,0,212,49.032258
h_014,2048,5219,195,54.895468,True,0.009871,6.013332,2048,2048,0,195,54.895468
h_015,2048,7005,77,21.994079,True,0.010025,5.049223,2048,2048,0,77,21.994079
h_016,2048,7307,112,34.296765,True,0.011679,5.251022,2048,2048,0,112,34.296765
h_017,1024,9737,240,65.456955,True,0.012873,5.436254,1024,1024,0,240,65.456955
h_018,1974,9003,650,66.970642,True,0.018322,6.926593,1974,1974,0,650,66.970642
h_019,1024,10284,151,65.278443,True,0.014202,5.255486,1024,1024,0,151,65.278443
h_020,1024,10743,289,65.702461,True,0.01468,5.646729,1024,1024,0,289,65.702461
h_021,2048,10573,71,31.735623,True,0.014494,5.237508,2048,2048,0,71,31.735623
h_022,2048,10584,61,32.177875,True,0.013006,5.121562,2048,2048,0,61,32.177875
h_023,2048,11098,157,65.940676,True,0.017317,5.915801,2048,2048,0,157,65.940676
h_024,2650,12400,937,68.761607,True,0.02349,8.713255,2650,2650,0,937,68.761607
h_025,1024,15102,276,65.877542,True,0.017336,5.817107,1024,1024,0,276,65.877542
h_026,2048,14725,185,66.10121,True,0.088765,5.973879,2048,2048,0,185,66.10121
h_027,2048,14738,211,66.025292,True,0.021033,5.967356,2048,2048,0,211,66.025292
h_028,3588,16698,1279,71.797511,True,0.028543,11.734673,3588,3588,0,1279,71.797511
h_029,1024,19861,357,66.277053,True,0.026331,6.202277,1024,1024,0,357,66.277053
h_030,2048,18851,280,66.673403,True,0.026731,6.607274,2048,2048,0,280,66.673403
h_031,2048,18876,325,66.744987,True,0.022915,6.67996,2048,2048,0,325,66.744987
h_032,2048,20942,367,66.993147,True,0.037313,6.909237,2048,2048,0,367,66.993147
h_033,6301,20777,261,66.054338,True,0.11271,5.909598,6301,6301,0,261,66.054338
h_034,4983,22602,1659,77.896072,True,0.043603,17.816321,4983,4983,0,1659,77.896072
h_035,8192,30498,4180,68.227262,True,0.085862,8.102772,8192,8192,0,4180,68.227262
