file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,58,23.95003,True,0.0,0.0,1024,1024,0,58,23.95003
h_002,1024,3473,42,8.56937,True,0.0,0.0,1024,1024,0,42,8.56937
h_003,1024,3480,44,7.85969,True,0.0,0.0,1024,1024,0,44,7.85969
h_004,1024,3624,63,10.0756,True,0.0,0.0,1024,1024,0,63,10.0756
h_005,843,3995,287,37.28459,True,0.0,0.0,843,843,0,287,37.28459
h_006,2048,4096,102,12.48764,True,0.0,0.0,2048,2048,0,102,12.48764
h_007,2048,4096,95,13.59889,True,0.0,0.0,2048,2048,0,95,13.59889
h_008,1024,5222,36,8.53426,True,0.0,0.0,1024,1024,0,36,8.53426
h_009,1024,5231,43,8.04148,True,0.0,0.0,1024,1024,0,43,8.04148
h_010,1024,5471,76,20.11406,True,0.0,0.0,1024,1024,0,76,20.11406
h_011,1024,5480,86,17.90389,True,0.0,0.0,1024,1024,0,86,17.90389
h_012,1024,5487,88,17.10264,True,0.0,0.0,1024,1024,0,88,17.10264
h_013,2048,5216,208,37.97021,True,0.0,0.0,2048,2048,0,208,37.97021
h_014,2048,5219,203,37.43972,True,0.0,0.0,2048,2048,0,203,37.43972
h_015,2048,7005,83,11.34265,True,0.0,0.0,2048,2048,0,83,11.34265
h_016,2048,7307,121,27.9971,True,0.0,0.0,2048,2048,0,121,27.9971
h_017,1024,9737,241,37.75935,True,0.0,0.0,1024,1024,0,241,37.75935
h_018,1974,9003,630,39.54159,True,0.0,0.0,1974,1974,0,630,39.54159
h_019,1024,10284,152,37.83729,True,0.0,0.0,1024,1024,0,152,37.83729
h_020,1024,10743,269,37.84378,True,0.0,0.0,1024,1024,0,269,37.84378
h_021,2048,10573,82,14.97888,True,0.0,0.0,2048,2048,0,82,14.97888
h_022,2048,10584,79,12.76709,True,0.0,0.0,2048,2048,0,79,12.76709
h_023,2048,11098,157,38.14607,True,0.0,0.0,2048,2048,0,157,38.14607
h_024,2650,12400,926,42.11598,True,0.0,0.0,2650,2650,0,926,42.11598
h_025,1024,15102,269,38.13418,True,0.0,0.0,1024,1024,0,269,38.13418
h_026,2048,14725,167,38.29469,True,0.0,0.0,2048,2048,0,167,38.29469
h_027,2048,14738,167,38.28058,True,0.0,0.0,2048,2048,0,167,38.28058
h_028,3588,16698,1189,47.57763,True,0.0,0.0,3588,3588,0,1189,47.57763
h_029,1024,19861,335,38.80265,True,0.0,0.0,1024,1024,0,335,38.80265
h_030,2048,18851,260,39.18232,True,0.0,0.0,2048,2048,0,260,39.18232
h_031,2048,18876,269,39.48119,True,0.0,0.0,2048,2048,0,269,39.48119
h_032,2048,20942,324,40.59981,True,0.0,0.0,2048,2048,0,324,40.59981
h_033,6301,20777,321,38.80909,True,0.0,0.0,6301,6301,0,321,38.80909
h_034,4983,22602,1671,56.0866,True,0.0,0.0,4983,4983,0,1671,56.0866
h_035,8192,30498,4183,39.7413,True,0.0,0.0,8192,8192,0,4183,39.7413
h_036,8192,30671,4130,39.52599,True,0.0,0.0,8192,8192,0,4130,39.52599
h_037,8192,30814,4184,39.2907,True,0.0,0.0,8192,8192,0,4184,39.2907
