file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,52,28.01842,True,0.005071,19.651399,1024,1024,0,52,28.01842
h_002,1024,3473,40,12.020099,True,0.007128,6.711846,1024,1024,0,40,12.020099
h_003,1024,3480,39,12.52319,True,0.006905,6.74405,1024,1024,0,39,12.52319
h_004,1024,3624,60,19.699584,True,0.007877,6.853284,1024,1024,0,60,19.699584
h_005,843,3995,288,83.958597,True,0.010469,7.660594,843,843,0,288,83.958597
h_006,2048,4096,93,25.060451,True,0.01048,6.821539,2048,2048,0,93,25.060451
h_007,2048,4096,94,17.511066,True,0.011487,6.904519,2048,2048,0,94,17.511066
h_008,1024,5222,31,16.087614,True,0.010647,6.86562,1024,1024,0,31,16.087614
h_009,1024,5231,35,14.898418,True,0.009729,6.82997,1024,1024,0,35,14.898418
h_010,1024,5471,73,36.077472,True,0.084137,7.111036,1024,1024,0,73,36.077472
h_011,1024,5480,81,43.193923,True,0.011078,7.054562,1024,1024,0,81,43.193923
h_012,1024,5487,78,52.654498,True,0.01068,7.165246,1024,1024,0,78,52.654498
h_013,2048,5216,212,82.096313,True,0.01539,7.731169,2048,2048,0,212,82.096313
h_014,2048,5219,195,90.548156,True,0.014286,7.663009,2048,2048,0,195,90.548156
h_015,2048,7005,77,37.409676,True,0.015578,7.194646,2048,2048,0,77,37.409676
h_016,2048,7307,112,58.110755,True,0.016382,7.606489,2048,2048,0,112,58.110755
h_017,1024,9737,257,98.070551,True,0.020637,8.040013,1024,1024,0,257,98.070551
h_018,1974,9003,650,100.734207,True,0.023976,10.674883,1974,1974,0,650,100.734207
h_019,1024,10284,151,97.850456,True,0.01938,7.820961,1024,1024,0,151,97.850456
h_020,1024,10743,289,98.297692,True,0.022281,8.213678,1024,1024,0,289,98.297692
h_021,2048,10573,71,53.577913,True,0.021341,7.511493,2048,2048,0,71,53.577913
h_022,2048,10584,61,54.646672,True,0.020281,7.463461,2048,2048,0,61,54.646672
h_023,2048,11098,164,98.657853,True,0.027471,8.619712,2048,2048,0,164,98.657853
h_024,2650,12400,937,105.434082,True,0.105729,15.295497,2650,2650,0,937,105.434082
h_025,1024,15102,276,98.698082,True,0.028691,8.600377,1024,1024,0,276,98.698082
h_026,2048,14725,185,98.983984,True,0.032486,8.895418,2048,2048,0,185,98.983984
h_027,2048,14738,211,99.040811,True,0.03062,8.957041,2048,2048,0,211,99.040811
h_028,3588,16698,1279,111.265501,True,0.044679,21.18103,3588,3588,0,1279,111.265501
h_029,1024,19861,357,99.22782,True,0.037135,9.100975,1024,1024,0,357,99.22782
h_030,2048,18851,280,100.316687,True,0.041792,10.21804,2048,2048,0,280,100.316687
h_031,2048,18876,325,100.36099,True,0.041886,10.25994,2048,2048,0,325,100.36099
h_032,2048,20942,367,101.095512,True,0.044031,10.991584,2048,2048,0,367,101.095512
h_033,6301,20777,261,99.215223,True,0.116146,9.051731,6301,6301,0,261,99.215223
h_034,4983,22602,1659,124.013183,True,0.0663,33.89463,4983,4983,0,1659,124.013183
h_035,8192,30498,4180,102.879821,True,0.278878,12.546299,8192,8192,0,4180,102.879821
h_036,8192,30671,4160,101.92457,True,0.079906,11.77163,8192,8192,0,4160,101.92457
h_037,8192,30814,4184,102.270105,True,0.1846,12.031921,8192,8192,0,4184,102.270105
h_038,10876,39994,808,108.773917,True,0.090579,18.636651,10876,10876,0,808,108.773917
h_039,9473,43691,5306,150.441498,True,0.240726,60.094109,9473,9473,0,5306,150.441498
h_040,8192,45091,4356,103.951145,True,0.123843,13.739827,8192,8192,0,4356,103.951145
h_041,8192,45139,4397,104.153745,True,0.265431,13.808999,8192,8192,0,4397,104.153745
h_042,8192,45262,4355,103.609492,True,0.116244,13.417397,8192,8192,0,4355,103.609492
h_043,8192,50901,4272,102.195231,True,0.115121,12.00989,8192,8192,0,4272,102.195231
h_044,8192,51806,4441,102.375579,True,0.203416,12.088267,8192,8192,0,4441,102.375579
h_045,8192,54189,4364,120.315852,True,0.146653,30.064027,8192,8192,0,4364,120.315852
h_046,8192,54350,4349,117.959409,True,0.244372,27.608034,8192,8192,0,4349,117.959409
h_047,8192,54807,4354,118.675171,True,0.145561,28.42607,8192,8192,0,4354,118.675171
h_048,8192,54891,4340,120.775257,True,0.252803,30.432609,8192,8192,0,4340,120.775257
h_049,8192,57468,4254,104.873499,True,0.138043,14.660108,8192,8192,0,4254,104.873499
h_050,22687,54705,891,110.539372,True,0.237929,20.259293,22687,22687,0,891,110.539372
h_051,8192,71995,4805,105.514997,True,0.170392,15.22031,8192,8192,0,4805,105.514997
h_052,8192,72700,4815,105.535305,True,0.16379,15.264874,8192,8192,0,4815,105.535305
h_053,8192,73399,4957,106.471858,True,0.260173,16.089318,8192,8192,0,4957,106.471858
h_054,14882,67834,11102,150.593838,True,0.329884,60.098596,14882,14882,0,11102,150.593838
h_055,15268,74339,12916,150.760373,True,0.432014,60.107669,15268,15268,0,12916,150.760373
h_056,8192,82550,4449,109.08114,True,0.186155,18.790777,8192,8192,0,4449,109.08114
h_057,8192,83083,4551,125.403943,True,0.341579,34.946407,8192,8192,0,4551,125.403943
h_058,8192,92304,6381,117.383284,True,0.228938,26.977675,8192,8192,0,6381,117.383284
h_059,7115,103689,607,101.420161,True,0.141647,11.180959,7115,7115,0,607,101.420161
h_060,8192,110532,5044,150.754927,True,0.340595,60.152236,8192,8192,0,5044,150.754927
h_061,8192,112798,5094,148.893569,True,0.226071,58.538077,8192,8192,0,5094,148.893569
h_062,16384,104900,12314,116.975723,True,0.40599,26.349007,16384,16384,0,12314,116.975723
h_063,36682,88328,1448,132.534665,True,0.362816,42.104681,36682,36682,0,1448,132.534665
h_064,23131,107151,19865,151.0287,True,0.606729,60.105346,23131,23131,0,19865,151.0287
h_065,26475,106762,3683,7.105337,True,0.235502,6.779599,26475,26475,0,3683,7.105337
h_066,16384,119886,13792,122.446735,True,0.41996,31.793512,16384,16384,0,13792,122.446735
h_067,8192,138733,6975,143.567173,True,0.316682,53.0091,8192,8192,0,6975,143.567173
h_068,25678,121390,22757,151.204201,True,0.704175,60.110929,25678,25678,0,22757,151.204201
h_069,8192,156904,7446,150.802073,True,0.428851,60.073366,8192,8192,0,7446,150.802073
h_070,8192,168293,6934,151.122257,True,0.403013,60.098505,8192,8192,0,6934,151.122257
h_071,8192,168714,7466,150.933047,True,0.543232,60.099131,8192,8192,0,7466,150.933047
h_072,32078,149020,28720,151.401865,True,0.873971,60.055819,32078,32078,0,28720,151.401865
h_073,16384,166938,13716,139.573819,True,0.440434,48.89783,16384,16384,0,13716,139.573819
h_074,16384,169955,13863,121.929248,True,0.573193,31.023148,16384,16384,0,13863,121.929248
h_075,34978,169522,32381,151.593746,True,0.972401,60.116005,34978,34978,0,32381,151.593746
h_076,36705,170621,33157,151.448142,True,0.885023,60.056778,36705,36705,0,33157,151.448142
h_077,62586,147892,3029,150.904204,True,0.701283,60.092425,62586,62586,0,3029,150.904204
h_078,8192,204075,7598,140.881969,True,0.513163,49.985472,8192,8192,0,7598,140.881969
h_079,16384,216334,15139,149.236014,True,0.722174,58.152758,16384,16384,0,15139,149.236014
h_080,24818,227991,2755,7.058529,True,0.417599,6.635949,24818,24818,0,2755,7.058529
h_081,32768,224254,31143,151.394819,True,0.970163,60.058545,32768,32768,0,31143,151.394819
h_082,48665,222764,44014,152.273087,True,1.349498,60.080885,48665,48665,0,44014,152.273087
h_083,32768,256256,30436,151.565196,True,1.037637,60.11212,32768,32768,0,30436,151.565196
h_084,16384,273584,14442,151.408941,True,0.926607,60.075674,16384,16384,0,14442,151.408941
h_085,16384,283794,15703,151.533382,True,0.929358,60.069031,16384,16384,0,15703,151.533382
h_086,8192,295951,7779,151.45859,True,0.698324,60.1035,8192,8192,0,7779,151.45859
h_087,58960,269439,53198,152.742664,True,1.643892,60.095305,58960,58960,0,53198,152.742664
h_088,60892,286474,56056,153.037902,True,1.919326,60.104803,60892,60892,0,56056,153.037902
h_089,8192,358201,7929,151.504779,True,0.720828,60.068232,8192,8192,0,7929,151.504779
h_090,16384,353824,15560,151.939196,True,1.106604,60.105727,16384,16384,0,15560,151.939196
h_091,16384,354031,15628,152.755146,True,1.195904,60.16505,16384,16384,0,15628,152.755146
h_092,63674,306833,60345,153.133672,True,1.853091,60.056937,63674,63674,0,60345,153.133672
h_093,32768,363878,31429,152.2536,True,1.571726,60.064145,32768,32768,0,31429,152.2536
h_094,68946,335845,65870,153.857645,True,2.201764,60.233125,68946,68946,0,65870,153.857645
h_095,32768,409363,31992,152.689152,True,1.832983,60.06155,32768,32768,0,31992,152.689152
h_096,34546,421534,504,55.690142,True,1.038081,7.426111,34546,34546,0,504,55.690142
h_097,16384,458925,15611,152.591933,True,1.572408,60.059315,16384,16384,0,15611,152.591933
h_098,32768,503494,31892,152.650997,True,1.716871,60.047549,32768,32768,0,31892,152.650997
h_099,97898,447979,88586,155.088238,True,2.932307,60.283307,97898,97898,0,88586,155.088238
h_100,75879,508837,12000,119.606511,True,1.301927,28.17999,75879,75879,0,12000,119.606511
h_101,65536,618237,64648,153.469588,True,2.33609,60.22222,65536,65536,0,64648,153.469588
h_102,265214,418956,842,8.521501,True,1.739781,6.779933,265214,265214,0,842,8.521501
h_103,159316,544621,13303,1.452408,True,1.452174,0.0,159316,159316,0,13303,1.452408
h_104,65536,640429,64269,154.309277,True,2.884467,60.220266,65536,65536,0,64269,154.309277
h_105,65536,652583,64932,153.749628,True,2.412604,60.229084,65536,65536,0,64932,153.749628
h_106,65536,654158,64825,153.859675,True,2.58374,60.229706,65536,65536,0,64825,153.859675
h_107,32768,699385,31980,153.831397,True,2.548973,60.117742,32768,32768,0,31980,153.831397
h_108,65536,688044,65099,153.732455,True,2.449681,60.212316,65536,65536,0,65099,153.732455
h_109,8192,839576,8072,153.801543,True,1.865549,60.117769,8192,8192,0,8072,153.801543
h_110,32768,826394,32330,154.627095,True,2.803998,60.115589,32768,32768,0,32330,154.627095
h_111,77360,828161,22670,54.3411,True,1.565285,7.268485,77360,77360,0,22670,54.3411
h_112,8192,944523,8101,154.546579,True,2.240927,60.118037,8192,8192,0,8101,154.546579
h_113,194085,854377,18574,8.92641,True,2.271319,6.635577,194085,194085,0,18574,8.92641
h_114,187341,865700,173166,160.363074,True,6.596234,60.398485,187341,187341,0,173166,160.363074
h_115,262111,1234877,184897,159.094753,True,7.102885,60.363911,262111,262111,0,184897,159.094753
h_116,299580,1363755,272102,167.965775,True,11.880845,60.550625,299580,299580,0,272102,167.965775
h_117,325729,1469679,61906,161.212336,True,7.856019,60.15335,325729,325729,0,61906,161.212336
h_118,81306,1768135,56077,159.22656,True,5.57645,60.137961,81306,81306,0,56077,159.22656
h_119,342573,1619304,322537,172.767911,True,13.636397,60.616427,342573,342573,0,322537,172.767911
