file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,52,21.679170,True,,,,,,,21.679170
h_002,1024,3473,40,9.162180,True,,,,,,,9.162180
h_003,1024,3480,39,9.502700,True,,,,,,,9.502700
h_004,1024,3624,60,14.970010,True,,,,,,,14.970010
h_005,843,3995,297,35.610360,True,,,,,,,35.610360
h_006,2048,4096,93,19.088690,True,,,,,,,19.088690
h_007,2048,4096,94,13.253090,True,,,,,,,13.253090
h_008,1024,5222,31,12.173060,True,,,,,,,12.173060
h_009,1024,5231,37,11.502530,True,,,,,,,11.502530
h_010,1024,5471,73,27.497640,True,,,,,,,27.497640
h_011,1024,5480,81,33.010670,True,,,,,,,33.010670
h_012,1024,5487,79,35.299540,True,,,,,,,35.299540
h_013,2048,5216,221,35.941320,True,,,,,,,35.941320
h_014,2048,5219,212,35.606700,True,,,,,,,35.606700
h_015,2048,7005,77,28.075490,True,,,,,,,28.075490
h_016,2048,7307,112,35.622670,True,,,,,,,35.622670
h_017,1024,9737,257,35.902940,True,,,,,,,35.902940
h_018,1974,9003,650,37.520260,True,,,,,,,37.520260
h_019,1024,10284,178,35.875200,True,,,,,,,35.875200
h_020,1024,10743,289,36.132510,True,,,,,,,36.132510
h_021,2048,10573,71,35.656820,True,,,,,,,35.656820
h_022,2048,10584,61,35.665374,True,,,,,,,35.665374
h_023,2048,11098,214,36.261830,True,,,,,,,36.261830
h_024,2650,12400,937,40.131530,True,,,,,,,40.131530
h_025,1024,15102,276,36.336030,True,,,,,,,36.336030
h_026,2048,14725,185,36.429560,True,,,,,,,36.429560
h_027,2048,14738,211,36.316490,True,,,,,,,36.316490
h_028,3588,16698,1315,43.983860,True,,,,,,,43.983860
h_029,1024,19861,369,36.633500,True,,,,,,,36.633500
h_030,2048,18851,280,37.337820,True,,,,,,,37.337820
h_031,2048,18876,344,37.402200,True,,,,,,,37.402200
h_032,2048,20942,382,37.816550,True,,,,,,,37.816550
h_033,6301,20777,261,36.524860,True,,,,,,,36.524860
h_034,4983,22602,1746,51.838800,True,,,,,,,51.838800
h_035,8192,30498,4205,37.839970,True,,,,,,,37.839970
h_036,8192,30671,4211,36.999430,True,,,,,,,36.999430
h_037,8192,30814,4234,37.297930,True,,,,,,,37.297930
h_038,10876,39994,808,42.528270,True,,,,,,,42.528270
h_039,9473,43691,6710,90.334940,True,,,,,,,90.334940
h_040,8192,45091,4817,37.824780,True,,,,,,,37.824780
h_041,8192,45139,4950,37.815740,True,,,,,,,37.815740
h_042,8192,45262,4913,37.966500,True,,,,,,,37.966500
h_043,8192,50901,4752,37.349570,True,,,,,,,37.349570
h_044,8192,51806,4654,37.115690,True,,,,,,,37.115690
h_045,8192,54189,5255,48.502800,True,,,,,,,48.502800
h_046,8192,54350,5168,47.280930,True,,,,,,,47.280930
h_047,8192,54807,5179,47.978000,True,,,,,,,47.978000
h_048,8192,54891,5272,48.704230,True,,,,,,,48.704230
h_049,8192,57468,4750,39.116290,True,,,,,,,39.116290
h_050,22687,54705,891,43.604050,True,,,,,,,43.604050
h_051,8192,71995,5588,39.221810,True,,,,,,,39.221810
h_052,8192,72700,5630,39.135110,True,,,,,,,39.135110
h_053,8192,73399,5733,39.566420,True,,,,,,,39.566420
h_054,14882,67834,12105,90.500060,True,,,,,,,90.500060
h_055,15268,74339,13787,90.466140,True,,,,,,,90.466140
h_056,8192,82550,5304,41.960610,True,,,,,,,41.960610
h_057,8192,83083,5487,54.366150,True,,,,,,,54.366150
h_058,8192,92304,6951,46.410710,True,,,,,,,46.410710
h_059,7115,103689,620,38.277740,True,,,,,,,38.277740
h_060,8192,110532,5735,71.867200,True,,,,,,,71.867200
h_061,8192,112798,5789,70.471800,True,,,,,,,70.471800
h_062,16384,104900,13384,43.685640,True,,,,,,,43.685640
h_063,36682,88328,1519,57.637800,True,,,,,,,57.637800
h_064,23131,107151,20499,90.796540,True,,,,,,,90.796540
h_065,26475,106762,3683,5.506330,True,,,,,,,5.506330
h_066,16384,119886,14756,46.642690,True,,,,,,,46.642690
h_067,8192,138733,7375,66.740090,True,,,,,,,66.740090
h_068,25678,121390,23340,90.900120,True,,,,,,,90.900120
h_069,8192,156904,7693,89.759420,True,,,,,,,89.759420
h_070,8192,168293,7116,90.774140,True,,,,,,,90.774140
h_071,8192,168714,7748,77.269130,True,,,,,,,77.269130
h_072,32078,149020,29195,91.149990,True,,,,,,,91.149990
h_073,16384,166938,14386,58.592760,True,,,,,,,58.592760
h_074,16384,169955,14550,47.422360,True,,,,,,,47.422360
h_075,34978,169522,32766,91.269300,True,,,,,,,91.269300
h_076,36705,170621,33550,91.263660,True,,,,,,,91.263660
h_077,62586,147892,4339,90.691400,True,,,,,,,90.691400
h_078,8192,204075,7814,63.953740,True,,,,,,,63.953740
h_079,16384,216334,15619,65.310920,True,,,,,,,65.310920
h_080,24818,227991,2755,5.494240,True,,,,,,,5.494240
h_081,32768,224254,31638,91.199830,True,,,,,,,91.199830
h_082,48665,222764,44287,91.652480,True,,,,,,,91.652480
h_083,32768,256256,30992,91.248710,True,,,,,,,91.248710
h_084,16384,273584,14918,91.061570,True,,,,,,,91.061570
