file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,56,17.83245,True,0.0,0.0,1024,1024,0,56,17.83245
h_002,1024,3473,42,5.62583,True,0.0,0.0,1024,1024,0,42,5.62583
h_003,1024,3480,42,5.17281,True,0.0,0.0,1024,1024,0,42,5.17281
h_004,1024,3624,64,6.8336,True,0.0,0.0,1024,1024,0,64,6.8336
h_005,843,3995,283,34.99287,True,0.0,0.0,843,843,0,283,34.99287
h_006,2048,4096,101,9.73868,True,0.0,0.0,2048,2048,0,101,9.73868
h_007,2048,4096,97,8.4048,True,0.0,0.0,2048,2048,0,97,8.4048
h_008,1024,5222,35,5.58554,True,0.0,0.0,1024,1024,0,35,5.58554
h_009,1024,5231,43,5.29303,True,0.0,0.0,1024,1024,0,43,5.29303
h_010,1024,5471,82,10.79917,True,0.0,0.0,1024,1024,0,82,10.79917
h_011,1024,5480,87,10.00194,True,0.0,0.0,1024,1024,0,87,10.00194
h_012,1024,5487,85,12.36222,True,0.0,0.0,1024,1024,0,85,12.36222
h_013,2048,5216,215,21.28107,True,0.0,0.0,2048,2048,0,215,21.28107
h_014,2048,5219,199,25.51645,True,0.0,0.0,2048,2048,0,199,25.51645
h_015,2048,7005,83,6.80568,True,0.0,0.0,2048,2048,0,83,6.80568
h_016,2048,7307,116,18.83756,True,0.0,0.0,2048,2048,0,116,18.83756
h_017,1024,9737,238,35.35142,True,0.0,0.0,1024,1024,0,238,35.35142
h_018,1974,9003,627,36.7426,True,0.0,0.0,1974,1974,0,627,36.7426
h_019,1024,10284,146,35.14436,True,0.0,0.0,1024,1024,0,146,35.14436
h_020,1024,10743,272,36.02578,True,0.0,0.0,1024,1024,0,272,36.02578
h_021,2048,10573,83,9.48883,True,0.0,0.0,2048,2048,0,83,9.48883
h_022,2048,10584,81,9.08418,True,0.0,0.0,2048,2048,0,81,9.08418
h_023,2048,11098,156,29.36587,True,0.0,0.0,2048,2048,0,156,29.36587
h_024,2650,12400,898,38.73746,True,0.0,0.0,2650,2650,0,898,38.73746
h_025,1024,15102,257,35.65601,True,0.0,0.0,1024,1024,0,257,35.65601
h_026,2048,14725,155,35.65679,True,0.0,0.0,2048,2048,0,155,35.65679
h_027,2048,14738,158,35.70491,True,0.0,0.0,2048,2048,0,158,35.70491
h_028,3588,16698,1198,41.69318,True,0.0,0.0,3588,3588,0,1198,41.69318
h_029,1024,19861,340,36.05928,True,0.0,0.0,1024,1024,0,340,36.05928
