file,n,m,FVS_size,runtime,validity,kernelization_time,gnn_candidate_time,initial_kernel_size,final_kernel_size,n_dynamic_reductions,solution_size,time_seconds
h_001,1024,2103,58,23.955341,True,0.005279,19.563649,1024,1024,0,58,23.955341
h_002,1024,3473,37,10.927769,True,0.007524,7.157377,1024,1024,0,37,10.927769
h_003,1024,3480,42,8.457477,True,0.007059,6.916117,1024,1024,0,42,8.457477
h_004,1024,3624,59,14.326824,True,0.006828,6.705173,1024,1024,0,59,14.326824
h_005,843,3995,320,37.229024,True,0.008348,7.21419,843,843,0,320,37.229024
h_006,2048,4096,103,13.735366,True,0.010528,6.771793,2048,2048,0,103,13.735366
h_007,2048,4096,96,13.414953,True,0.011983,6.706288,2048,2048,0,96,13.414953
h_008,1024,5222,32,9.636524,True,0.009684,6.682146,1024,1024,0,32,9.636524
h_009,1024,5231,34,11.517762,True,0.009645,7.055262,1024,1024,0,34,11.517762
h_010,1024,5471,69,33.312826,True,0.011823,7.433916,1024,1024,0,69,33.312826
h_011,1024,5480,82,24.512722,True,0.011006,7.167469,1024,1024,0,82,24.512722
h_012,1024,5487,80,32.387304,True,0.010879,6.998112,1024,1024,0,80,32.387304
h_013,2048,5216,214,36.961007,True,0.014397,7.634969,2048,2048,0,214,36.961007
h_014,2048,5219,214,37.294379,True,0.014528,7.273232,2048,2048,0,214,37.294379
h_015,2048,7005,78,21.670117,True,0.013645,7.045444,2048,2048,0,78,21.670117
h_016,2048,7307,110,37.311846,True,0.016947,7.288727,2048,2048,0,110,37.311846
h_017,1024,9737,259,37.683707,True,0.019619,7.627906,1024,1024,0,259,37.683707
h_018,1974,9003,719,39.822253,True,0.025355,9.77602,1974,1974,0,719,39.822253
h_019,1024,10284,178,37.679531,True,0.018758,7.627335,1024,1024,0,178,37.679531
h_020,1024,10743,294,37.681992,True,0.022339,7.619901,1024,1024,0,294,37.681992
h_021,2048,10573,70,37.742746,True,0.024818,7.707786,2048,2048,0,70,37.742746
h_022,2048,10584,64,29.569262,True,0.020173,7.433875,2048,2048,0,64,29.569262
h_023,2048,11098,208,38.413358,True,0.028009,8.355362,2048,2048,0,208,38.413358
h_024,2650,12400,1026,43.830085,True,0.127949,13.668165,2650,2650,0,1026,43.830085
h_025,1024,15102,281,38.052536,True,0.039752,7.971918,1024,1024,0,281,38.052536
h_026,2048,14725,199,38.28002,True,0.030056,8.217371,2048,2048,0,199,38.28002
h_027,2048,14738,219,38.267023,True,0.036932,8.198024,2048,2048,0,219,38.267023
h_028,3588,16698,1365,48.439571,True,0.047123,18.360482,3588,3588,0,1365,48.439571
h_029,1024,19861,354,38.507371,True,0.037296,8.427121,1024,1024,0,354,38.507371
h_030,2048,18851,316,39.581319,True,0.040496,9.502346,2048,2048,0,316,39.581319
